,gamma_plot,mean_peak_ratio,sem_peak_ratio,mean_tail_ratio,sem_tail_ratio,mean_final_ratio,sem_final_ratio,mean_optimal_mass
0,0.0,0.7338034285714286,0.05629881966827383,0.7299994920634921,0.056994058425913215,0.7302508253968254,0.05734589455876307,0.14162
1,0.25,0.7327387619047618,0.05630977982899613,0.729166092063492,0.056815899794365625,0.729267873015873,0.05726718879342548,0.14564000000000002
2,0.33,0.7324004126984127,0.05634560796544585,0.7288065555555556,0.05676515225566331,0.7290440952380952,0.057163766492666655,0.1466
3,0.4,0.7323430158730159,0.05631036381999258,0.7284975555555556,0.05662301023914196,0.7286294920634921,0.056911586689042046,0.14699999999999996
4,0.5,0.7317525714285715,0.056112513852954043,0.7280826920634921,0.056294883910511816,0.728550253968254,0.05658207453597524,0.14736
5,0.56,0.7310764444444444,0.05576947632270397,0.7273676285714286,0.05596974456189408,0.7278653650793652,0.05625566090081291,0.14811999999999997
6,0.64,0.732313746031746,0.05475814078262028,0.7277139111111112,0.055295191529413944,0.7292250793650794,0.055027239554086345,0.15094
7,0.7,0.7328385079365078,0.05397231146104893,0.7272882793650794,0.05467736553915023,0.7293727301587303,0.0541052731681176,0.15268
8,0.8,0.7413040317460318,0.05079601238006083,0.7303930349206349,0.05222071237867346,0.7341984761904762,0.0511770783599929,0.16118
9,0.9,0.7605671111111111,0.048930685424623435,0.7431710761904762,0.049693685829921584,0.7574286666666668,0.04941205340580151,0.20476
10,1.0,0.7927490793650793,0.054831423425038134,0.774772834920635,0.05151077662019999,0.7896217460317461,0.05576398770670359,0.24112
11,1.1,0.7953849841269841,0.05586814030972319,0.7879919555555556,0.05563088410817798,0.7921247619047619,0.05692854312381045,0.23973999999999998
12,1.2,0.7952368888888889,0.0558563874563958,0.7909463333333334,0.056595961277383665,0.7912159365079365,0.05656962945916199,0.24094
13,1.25,0.7955790793650794,0.055894399109391556,0.7909458761904762,0.05653705137641279,0.7910611428571428,0.056336264543672854,0.24147999999999997
14,1.28,0.7954941904761904,0.055925902614748856,0.790674,0.056578362382628256,0.790806507936508,0.056486996618305106,0.24151999999999996
15,1.3,0.7956044126984128,0.05588524900168061,0.7905782253968254,0.056558133841502774,0.7905567936507937,0.05636867427751414,0.24152
16,1.4,0.7948607301587302,0.05560934480302767,0.7897347968253968,0.05629492166685899,0.7895932380952381,0.05620988750515695,0.24174
17,1.5,0.7947171428571428,0.05561276663185334,0.7890801142857142,0.05616031532419544,0.7890239682539683,0.056082194151320486,0.24242
18,2.0,0.7929535555555555,0.05526504184762506,0.7858904761904763,0.05564107455877655,0.7864312063492063,0.05590474371951065,0.24452
19,3.0,0.7849900634920635,0.05330014568017463,0.7776268158730159,0.05349233760873232,0.778335111111111,0.05394696029446278,0.24086
20,4.0,0.7669700952380953,0.05180815831148716,0.7581513492063492,0.05227156554724608,0.7604370158730159,0.052786343335322394,0.22627999999999998
21,5.0,0.7620482857142857,0.05217782722926803,0.7545728380952381,0.05281798156618836,0.7555803174603175,0.05364742421609274,0.22627999999999998
22,6.0,0.7598854920634921,0.052133975230528554,0.753381819047619,0.053009402700162356,0.7539715238095239,0.053880875133753545,0.22738
23,7.0,0.7590333333333333,0.051809377733293714,0.7529109714285714,0.053062223239871475,0.7531760634920636,0.05395244630084257,0.22776000000000002
24,8.0,0.757465365079365,0.05171491441154667,0.7518022412698413,0.05319617540693016,0.7522260634920634,0.05421420499677742,0.22766000000000003
25,10.0,0.7550730158730159,0.05160587145182067,0.7500157428571429,0.05308200513889925,0.7504052698412698,0.05404012176733475,0.22712
26,12.0,0.7522969206349206,0.05139327313887425,0.7473621428571429,0.05278169503712283,0.7478651111111111,0.05370626489951415,0.22573999999999997
27,14.0,0.7484969841269841,0.050929440444757744,0.7435702603174603,0.05249451701924342,0.7438276825396826,0.05360744393173798,0.22224
28,16.0,0.7442360634920635,0.05047447393945129,0.7391248380952382,0.05204015745988882,0.7396086031746032,0.05321510886165194,0.21874000000000002
29,18.0,0.7383859047619048,0.05009540170998991,0.7330068095238096,0.05153927533489197,0.7338482539682539,0.05253909439223866,0.21204
30,24.0,0.7194833968253967,0.049910798609996476,0.7143980634920635,0.05131407207105624,0.7149867936507937,0.05207659262097352,0.19329999999999997
31,32.0,0.6959909206349206,0.04888213143577835,0.6921509523809524,0.049405989485056416,0.6925084444444444,0.049871455242205494,0.17065999999999998
32,45.0,0.678478380952381,0.0459925033306659,0.6744314539682541,0.04582053247312139,0.6745233650793651,0.04621647969728406,0.1442
33,55.0,0.6755929206349206,0.04532711600177143,0.6699214444444443,0.044890872560735505,0.6699138095238095,0.04569329706223041,0.13302
34,64.0,0.6755453968253968,0.04556639082804317,0.6686475968253968,0.044902380250805715,0.6684762222222222,0.045622204545647915,0.12802
