,graph_family,n,p,seed,gamma_plot,gamma_start,gamma_end,final_mean_ratio,tail_mean_ratio,peak_mean_ratio,final_optimal_mass
152,erdos_renyi,8,2,3,3.0,0.0,3.0,0.5711555555555555,0.5721322222222223,0.5813888888888888,0.007299999999999999
153,erdos_renyi,8,2,3,4.0,0.0,4.0,0.5680222222222223,0.5693588888888887,0.5809333333333334,0.0071
154,erdos_renyi,8,2,3,5.0,0.0,5.0,0.5647444444444445,0.5674133333333333,0.58,0.0075
155,erdos_renyi,8,2,3,6.0,0.0,6.0,0.5641333333333333,0.5670366666666666,0.5797888888888889,0.0076
156,erdos_renyi,8,2,3,7.0,0.0,7.0,0.5635888888888889,0.5666800000000001,0.5800666666666667,0.0077
157,erdos_renyi,8,2,3,8.0,0.0,8.0,0.5626888888888889,0.5661777777777778,0.5794111111111112,0.0075
158,erdos_renyi,8,2,3,10.0,0.0,10.0,0.5632777777777778,0.5664399999999999,0.5790222222222222,0.0077
159,erdos_renyi,8,2,3,12.0,0.0,12.0,0.5642555555555556,0.5666999999999999,0.5787888888888889,0.0078
160,erdos_renyi,8,2,3,14.0,0.0,14.0,0.5618555555555556,0.5660344444444445,0.5786777777777777,0.0073
161,erdos_renyi,8,2,3,16.0,0.0,16.0,0.5619444444444444,0.5659533333333332,0.5791888888888889,0.0075
162,erdos_renyi,8,2,3,18.0,0.0,18.0,0.5628555555555556,0.5660533333333333,0.5786666666666667,0.0077
163,erdos_renyi,8,2,3,24.0,0.0,24.0,0.5628111111111112,0.5661288888888889,0.5785555555555555,0.0077
164,erdos_renyi,8,2,3,32.0,0.0,32.0,0.5688222222222223,0.5701033333333333,0.5787888888888888,0.0069
165,erdos_renyi,8,2,3,45.0,0.0,45.0,0.5755111111111112,0.5763255555555555,0.5821333333333334,0.0091
166,erdos_renyi,8,2,3,55.0,0.0,55.0,0.5767333333333333,0.5785222222222222,0.5825888888888888,0.0092
167,erdos_renyi,8,2,3,64.0,0.0,64.0,0.5756111111111111,0.5769855555555555,0.5826555555555556,0.010100000000000001
168,erdos_renyi,8,2,3,128.0,0.0,128.0,0.5744888888888888,0.5750400000000001,0.5799666666666667,0.0098
169,erdos_renyi,8,2,3,256.0,0.0,256.0,0.5757111111111111,0.5757166666666667,0.5799333333333334,0.010599999999999998
170,erdos_renyi,8,2,3,512.0,0.0,512.0,0.5783,0.5774477777777779,0.5817444444444445,0.0098
171,erdos_renyi,8,2,3,1024.0,0.0,1024.0,0.5772555555555555,0.5776800000000001,0.5818888888888889,0.0091
172,erdos_renyi,8,2,4,0.0,0.0,0.0,0.7647499999999999,0.76219,0.7647499999999999,0.1542
173,erdos_renyi,8,2,4,0.25,0.0,0.25,0.76,0.759438,0.76097,0.15760000000000002
174,erdos_renyi,8,2,4,0.33,0.0,0.33,0.75944,0.758601,0.76056,0.1577
175,erdos_renyi,8,2,4,0.38,0.0,0.38,0.75822,0.758161,0.76006,0.1576
176,erdos_renyi,8,2,4,0.4,0.0,0.4,0.7581300000000001,0.75793,0.75973,0.15789999999999996
177,erdos_renyi,8,2,4,0.5,0.0,0.5,0.7563000000000001,0.7548380000000001,0.7567600000000001,0.156
178,erdos_renyi,8,2,4,0.56,0.0,0.56,0.75171,0.7500169999999999,0.75171,0.1532
179,erdos_renyi,8,2,4,0.6,0.0,0.6,0.75283,0.75116,0.75298,0.1537
180,erdos_renyi,8,2,4,0.64,0.0,0.64,0.7490500000000001,0.74705,0.74929,0.1541
181,erdos_renyi,8,2,4,0.7,0.0,0.7,0.74081,0.7402989999999999,0.74342,0.15390000000000004
182,erdos_renyi,8,2,4,0.74,0.0,0.74,0.73244,0.7317370000000001,0.74129,0.1496
183,erdos_renyi,8,2,4,0.8,0.0,0.8,0.7216799999999999,0.725495,0.74093,0.14909999999999998
184,erdos_renyi,8,2,4,0.85,0.0,0.85,0.7181599999999999,0.721055,0.7402900000000001,0.1683
