,iteration,loss,mean_cut,mean_ratio,best_ratio_step,best_ratio_so_far,best_cut_so_far,optimal_mass,gamma,lr,grad_norm,circuit_evals,shots_used,graph_family,n,p,seed,objective,mode
871,122,0.7645200665262827,10.619140625,0.7079427083333333,1.0,1.0,15,0.013671875,5.0,0.011347869600693866,0.3387049447770601,1708,1748992,erdos_renyi,14,3,1,QTL gamma=5.0,sampled
872,123,0.7726476821776938,10.49609375,0.6997395833333333,1.0,1.0,15,0.0224609375,5.0,0.01129940250534299,0.3397305776128192,1722,1763328,erdos_renyi,14,3,1,QTL gamma=5.0,sampled
873,124,0.8518748892511352,10.4384765625,0.6958984375,1.0,1.0,15,0.013671875,5.0,0.011251514292110514,0.3331510517206053,1736,1777664,erdos_renyi,14,3,1,QTL gamma=5.0,sampled
874,125,0.7728222738867914,10.580078125,0.7053385416666667,1.0,1.0,15,0.0205078125,5.0,0.01120419367320438,0.35497545553155435,1750,1792000,erdos_renyi,14,3,1,QTL gamma=5.0,sampled
875,126,0.880655324599865,10.5146484375,0.7009765625,1.0,1.0,15,0.0244140625,5.0,0.011157429664927098,0.5673935248571097,1764,1806336,erdos_renyi,14,3,1,QTL gamma=5.0,sampled
876,127,0.8382519525538769,10.630859375,0.7087239583333333,1.0,1.0,15,0.021484375,5.0,0.011111211577254743,0.7664491337870577,1778,1820672,erdos_renyi,14,3,1,QTL gamma=5.0,sampled
877,128,0.8254749354910785,10.5283203125,0.7018880208333333,1.0,1.0,15,0.0166015625,5.0,0.011065529003848327,0.8074777293485702,1792,1835008,erdos_renyi,14,3,1,QTL gamma=5.0,sampled
878,129,0.9181488333109857,10.626953125,0.7084635416666667,1.0,1.0,15,0.0205078125,5.0,0.011020371812476483,0.4434393868162579,1806,1849344,erdos_renyi,14,3,1,QTL gamma=5.0,sampled
879,130,0.8038629317607006,10.603515625,0.7069010416666667,1.0,1.0,15,0.0166015625,5.0,0.010975730135829654,0.3908135942354487,1820,1863680,erdos_renyi,14,3,1,QTL gamma=5.0,sampled
880,131,0.7819690774824996,10.6904296875,0.7126953125,1.0,1.0,15,0.015625,5.0,0.010931594362707025,0.4587136289269603,1834,1878016,erdos_renyi,14,3,1,QTL gamma=5.0,sampled
881,132,0.8513954800470123,10.6162109375,0.7077473958333333,1.0,1.0,15,0.0234375,5.0,0.010887955129558462,0.5005870196925456,1848,1892352,erdos_renyi,14,3,1,QTL gamma=5.0,sampled
882,133,0.762777475939225,10.591796875,0.7061197916666667,1.0,1.0,15,0.0224609375,5.0,0.010844803312364745,0.5487573187791298,1862,1906688,erdos_renyi,14,3,1,QTL gamma=5.0,sampled
883,134,0.8513947914454857,10.5048828125,0.7003255208333333,1.0,1.0,15,0.013671875,5.0,0.010802130018840183,0.32125068375314275,1876,1921024,erdos_renyi,14,3,1,QTL gamma=5.0,sampled
884,135,0.7821692848609814,10.5625,0.7041666666666667,1.0,1.0,15,0.015625,5.0,0.01075992658094266,0.6411096564780531,1890,1935360,erdos_renyi,14,3,1,QTL gamma=5.0,sampled
885,136,0.7633764329740467,10.4326171875,0.6955078125,1.0,1.0,15,0.017578125,5.0,0.01071818454767689,0.31874568912611256,1904,1949696,erdos_renyi,14,3,1,QTL gamma=5.0,sampled
886,137,0.8021876327318107,10.6591796875,0.7106119791666666,1.0,1.0,15,0.0234375,5.0,0.010676895678177426,0.6096729995319338,1918,1964032,erdos_renyi,14,3,1,QTL gamma=5.0,sampled
887,138,0.7824981575582379,10.5263671875,0.7017578125,1.0,1.0,15,0.017578125,5.0,0.01063605193505868,0.4789044025842813,1932,1978368,erdos_renyi,14,3,1,QTL gamma=5.0,sampled
888,139,0.8031405547759555,10.4853515625,0.6990234375,1.0,1.0,15,0.0146484375,5.0,0.010595645478019876,0.3030583688932921,1946,1992704,erdos_renyi,14,3,1,QTL gamma=5.0,sampled
889,140,0.8527067209533994,10.6396484375,0.7093098958333334,1.0,1.0,15,0.01171875,5.0,0.01055566865769349,0.4438434983959711,1960,2007040,erdos_renyi,14,3,1,QTL gamma=5.0,sampled
890,141,0.7031622729887579,10.685546875,0.7123697916666667,1.0,1.0,15,0.017578125,5.0,0.010516114009726282,0.5084828462602891,1974,2021376,erdos_renyi,14,3,1,QTL gamma=5.0,sampled
891,142,0.8260503377617863,10.6611328125,0.7107421875,1.0,1.0,15,0.0166015625,5.0,0.010476974249082652,0.4202871740404399,1988,2035712,erdos_renyi,14,3,1,QTL gamma=5.0,sampled
892,143,0.8267144242927775,10.6787109375,0.7119140625,1.0,1.0,15,0.02734375,5.0,0.010438242264560494,0.4147730003502548,2002,2050048,erdos_renyi,14,3,1,QTL gamma=5.0,sampled
893,144,0.8137281874025757,10.6767578125,0.7117838541666667,1.0,1.0,15,0.0185546875,5.0,0.01039991111351027,0.5509516322364227,2016,2064384,erdos_renyi,14,3,1,QTL gamma=5.0,sampled
894,145,0.7725173491436348,10.55859375,0.70390625,1.0,1.0,15,0.0126953125,5.0,0.010361974016748498,0.46623275907561806,2030,2078720,erdos_renyi,14,3,1,QTL gamma=5.0,sampled
895,146,0.7546850156716568,10.716796875,0.714453125,1.0,1.0,15,0.017578125,5.0,0.010324424353657208,0.6726549160015114,2044,2093056,erdos_renyi,14,3,1,QTL gamma=5.0,sampled
896,147,0.8502012185405876,10.5849609375,0.7056640625,1.0,1.0,15,0.015625,5.0,0.010287255657461455,0.3065055627938801,2058,2107392,erdos_renyi,14,3,1,QTL gamma=5.0,sampled
897,148,0.782820478291598,10.6591796875,0.7106119791666666,1.0,1.0,15,0.021484375,5.0,0.010250461610677263,0.8462722976926879,2072,2121728,erdos_renyi,14,3,1,QTL gamma=5.0,sampled
898,149,0.7551403623690398,10.6298828125,0.7086588541666666,1.0,1.0,15,0.0107421875,5.0,0.010214036040722796,0.5590330342215486,2086,2136064,erdos_renyi,14,3,1,QTL gamma=5.0,sampled
899,150,0.7921020840748798,10.5810546875,0.7054036458333334,1.0,1.0,15,0.0146484375,5.0,0.010177972915685922,0.7819847792277981,2100,2150400,erdos_renyi,14,3,1,QTL gamma=5.0,sampled
900,1,1.3465735895585689,7.69921875,0.51328125,0.9333333333333333,0.9333333333333333,14,0.0,20.0,0.04409004554141028,2.5,14,14336,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
901,2,1.3465735890432806,7.5966796875,0.5064453125,0.9333333333333333,0.9333333333333333,14,0.0,20.0,0.04096802016383343,2.5,28,28672,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
902,3,1.2916429754343364,7.9013671875,0.5267578125,0.9333333333333333,0.9333333333333333,14,0.0,20.0,0.03839821970746123,2.5,42,43008,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
903,4,0.3119162309943312,7.93359375,0.52890625,0.9333333333333333,0.9333333333333333,14,0.0,20.0,0.03623635197340012,2.5,56,57344,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
904,5,0.3465735898677419,7.876953125,0.5251302083333333,1.0,1.0,15,0.0009765625,20.0,0.03438574930745079,0.5172040176940969,70,71680,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
905,6,0.3465735897646843,8.017578125,0.5345052083333334,0.9333333333333333,1.0,15,0.0,20.0,0.03277893085085777,2.5,84,86016,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
906,7,1.2661016944521521,7.994140625,0.5329427083333333,0.9333333333333333,1.0,15,0.0,20.0,0.03136719079995086,2.5,98,100352,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
907,8,0.3465735894555112,8.044921875,0.536328125,1.0,1.0,15,0.0009765625,20.0,0.03011438856585054,0.4183300070958456,112,114688,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
908,9,0.34657358966162655,8.2080078125,0.5472005208333334,0.9333333333333333,1.0,15,0.0,20.0,0.02899307486359828,2.5,126,129024,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
909,10,1.2223282576703387,8.197265625,0.546484375,0.9333333333333333,1.0,15,0.0,20.0,0.02798198239166113,0.48733971379348884,140,143360,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
910,11,0.3465735897646843,8.251953125,0.5501302083333334,0.9333333333333333,1.0,15,0.0,20.0,0.027064347600331145,0.5590169889364693,154,157696,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
911,12,1.2661016943490946,8.2275390625,0.5485026041666666,0.9333333333333333,1.0,15,0.0,20.0,0.026226756954046016,0.6403124146496633,168,172032,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
912,13,0.3465735890432805,8.177734375,0.5451822916666667,0.9333333333333333,1.0,15,0.0,20.0,0.025458334527426074,2.5,182,186368,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
913,14,1.2661016943078716,8.2861328125,0.5524088541666666,1.0,1.0,15,0.0009765625,20.0,0.02475015777679307,2.5,196,200704,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
914,15,1.2569856165265731,8.1806640625,0.5453776041666667,0.9333333333333333,1.0,15,0.0,20.0,0.024094829490620695,2.5,210,215040,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
915,16,0.3465735897646843,8.28125,0.5520833333333334,0.9333333333333333,1.0,15,0.0,20.0,0.023486158906321178,2.5,224,229376,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
916,17,1.236712361229948,8.125,0.5416666666666666,0.9333333333333333,1.0,15,0.0,20.0,0.02291892057733852,2.5,238,243712,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
917,18,0.3465735895585689,8.3310546875,0.5554036458333333,1.0,1.0,15,0.001953125,20.0,0.02238866955782017,2.5,252,258048,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
918,19,0.31191623094280235,8.2978515625,0.5531901041666667,0.9333333333333333,1.0,15,0.0,20.0,0.021891598007677315,0.29580398101987465,266,272384,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
919,20,0.3465735895585689,8.3173828125,0.5544921875,1.0,1.0,15,0.0009765625,20.0,0.021424422687014492,2.5000000000000004,280,286720,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
920,21,1.2772588717602187,8.166015625,0.5444010416666667,1.0,1.0,15,0.0009765625,20.0,0.02098429578000105,0.561248598385109,294,301056,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
921,22,0.3465735897646843,8.1513671875,0.5434244791666667,0.9333333333333333,1.0,15,0.0,20.0,0.020568733544248055,2.5,308,315392,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
922,23,1.2772588717602187,8.2138671875,0.5475911458333333,0.9333333333333333,1.0,15,0.0,20.0,0.0201755587265286,0.23452078520073105,322,329728,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
923,24,0.3119162308397446,8.2392578125,0.5492838541666667,0.9333333333333333,1.0,15,0.0,20.0,0.019802853715384598,2.5,336,344064,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
924,25,0.2772588721466849,8.171875,0.5447916666666667,1.0,1.0,15,0.0009765625,20.0,0.0194489221446652,0.15411034960611583,350,358400,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
925,26,1.2772588719405695,8.15625,0.54375,0.9333333333333333,1.0,15,0.0,20.0,0.01911225720540087,0.36055512400209966,364,372736,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
926,27,0.3465735899707996,8.0654296875,0.5376953125,1.0,1.0,15,0.0009765625,20.0,0.01879151532497497,0.3905124799225462,378,387072,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
927,28,0.3465735895585689,8.16015625,0.5440104166666667,0.9333333333333333,1.0,15,0.0,20.0,0.018485494172423286,0.4301162626452986,392,401408,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
928,29,1.2772588717086897,8.107421875,0.5404947916666667,0.9333333333333333,1.0,15,0.0,20.0,0.018193114174807908,2.5000000000000004,406,415744,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
929,30,1.2492780826652592,8.2431640625,0.5495442708333333,0.9333333333333333,1.0,15,0.0,20.0,0.017913402901670074,0.36400548914134684,420,430080,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
930,31,0.3465735894555112,8.22265625,0.5481770833333334,0.9333333333333333,1.0,15,0.0,20.0,0.017645481806610266,0.2586020104336501,434,444416,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
931,32,0.34657358966162655,8.2763671875,0.5517578125,0.9333333333333333,1.0,15,0.0,20.0,0.0173885549171922,0.4974937126494286,448,458752,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
932,33,1.26610169428726,8.1591796875,0.5439453125,0.9333333333333333,1.0,15,0.0,20.0,0.017141899143985492,0.3464101577355012,462,473088,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
933,34,1.2492780824002536,8.0869140625,0.5391276041666667,0.9333333333333333,1.0,15,0.0,20.0,0.016904855942061103,0.4387482117709064,476,487424,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
934,35,0.3465735895585689,8.3046875,0.5536458333333333,1.0,1.0,15,0.0009765625,20.0,0.016676824107644407,2.5,490,501760,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
935,36,1.266101694328483,8.3720703125,0.5581380208333333,1.0,1.0,15,0.001953125,20.0,0.016457253531910437,0.44721359084498935,504,516096,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
936,37,1.2367123612757513,8.2265625,0.5484375,0.9333333333333333,1.0,15,0.0,20.0,0.01624563976533251,2.5,518,530432,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
937,38,0.3465735895585689,8.2822265625,0.5521484375,1.0,1.0,15,0.00390625,20.0,0.016041519271282754,2.5,532,544768,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
938,39,1.2426015130671586,8.3466796875,0.5564453125,0.9333333333333333,1.0,15,0.0,20.0,0.015844465268040554,2.5,546,559104,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
939,40,0.2916429757778621,8.279296875,0.551953125,0.9333333333333333,1.0,15,0.0,20.0,0.015654084075000553,2.5,560,573440,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
940,41,0.31191623104586,8.3330078125,0.5555338541666667,1.0,1.0,15,0.0029296875,20.0,0.015470011892466365,2.5,574,587776,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
941,42,1.2569856163891628,8.18359375,0.5455729166666666,0.9333333333333333,1.0,15,0.0,20.0,0.015291911955576987,2.5,588,602112,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
942,43,0.31191623094280235,8.291015625,0.552734375,1.0,1.0,15,0.00390625,20.0,0.015119472012117137,0.5979130312516603,602,616448,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
943,44,0.31191623109738886,8.2958984375,0.5530598958333334,1.0,1.0,15,0.0009765625,20.0,0.014952402081585766,2.5,616,630784,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
944,45,0.31191623094280235,8.3642578125,0.5576171875,1.0,1.0,15,0.00390625,20.0,0.014790432459236008,0.9124143719657527,630,645120,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
945,46,0.3119162308912735,8.3525390625,0.5568359375,1.0,1.0,15,0.001953125,20.0,0.014633311934091987,0.26809513155943254,644,659456,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
946,47,0.2569856167498648,8.2314453125,0.5487630208333333,1.0,1.0,15,0.0009765625,20.0,0.014480806194382537,0.6244997966878741,658,673792,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
947,48,0.3465735898677419,8.29296875,0.5528645833333333,0.9333333333333333,1.0,15,0.0,20.0,0.014332696397561406,0.17480147406178356,672,688128,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
948,49,1.3465735892493957,8.26171875,0.55078125,1.0,1.0,15,0.0009765625,20.0,0.014188777885230645,2.5,686,702464,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
949,50,0.31191623104586,8.2900390625,0.5526692708333333,1.0,1.0,15,0.00390625,20.0,0.014048859025948678,0.3464101599667655,700,716800,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
950,51,0.34657358966162655,8.19921875,0.5466145833333333,0.9333333333333333,1.0,15,0.0,20.0,0.013912760171167928,2.4999999999999996,714,731136,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
951,52,0.3119162309943312,8.3076171875,0.5538411458333333,1.0,1.0,15,0.0029296875,20.0,0.01378031271147526,0.35089171913821066,728,745472,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
952,53,1.2367123612643005,8.36328125,0.5575520833333333,1.0,1.0,15,0.001953125,20.0,0.013651358221956298,2.5,742,759808,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
953,54,1.266101694246037,8.251953125,0.5501302083333334,1.0,1.0,15,0.0009765625,20.0,0.013525747686916854,2.5,756,774144,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
954,55,0.3119162308912735,8.353515625,0.5569010416666667,1.0,1.0,15,0.0009765625,20.0,0.013403340795408069,0.3665719565481633,770,788480,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
955,56,0.3465735893524535,8.158203125,0.5438802083333333,0.9333333333333333,1.0,15,0.0,20.0,0.013284005300047348,0.4351723762901822,784,802816,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
956,57,0.3465735895585689,8.216796875,0.5477864583333333,1.0,1.0,15,0.0029296875,20.0,0.013167616432530336,0.11989578919487442,798,817152,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
957,58,0.3119162309943312,8.208984375,0.547265625,0.9333333333333333,1.0,15,0.0,20.0,0.013054056370010926,2.5,812,831488,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
958,59,0.2772588720693916,8.310546875,0.5540364583333334,1.0,1.0,15,0.0009765625,20.0,0.012943213747205322,2.4999999999999996,826,845824,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
959,60,0.34657358924939585,8.474609375,0.5649739583333333,1.0,1.0,15,0.001953125,20.0,0.012834983209666482,0.3913118921235171,840,860160,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
960,61,1.3465735880127037,8.3232421875,0.5548828125,1.0,1.0,15,0.0029296875,20.0,0.01272926500419026,0.513565962346807,854,874496,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
961,62,0.31191623109738886,8.53515625,0.5690104166666666,1.0,1.0,15,0.001953125,20.0,0.012625964602764493,1.195826060788315,868,888832,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
962,63,0.2916429757435095,8.4853515625,0.5656901041666667,1.0,1.0,15,0.0048828125,20.0,0.012524992356866271,2.5,882,903168,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
963,64,0.3119162306851581,8.4560546875,0.5637369791666667,1.0,1.0,15,0.0009765625,20.0,0.012426263179258315,2.5,896,917504,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
964,65,0.3119162306336293,8.3388671875,0.5559244791666667,1.0,1.0,15,0.0029296875,20.0,0.012329696250739345,2.5,910,931840,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
965,66,0.34657358924939585,8.5859375,0.5723958333333333,1.0,1.0,15,0.0029296875,20.0,0.012235214749571162,0.13228756528523877,924,946176,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
966,67,0.27725887201786276,8.4326171875,0.5621744791666666,1.0,1.0,15,0.0009765625,20.0,0.012142745601541187,0.8602325246556463,938,960512,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
967,68,0.3465735890432805,8.58984375,0.57265625,1.0,1.0,15,0.001953125,20.0,0.01205221924882845,0.9137833298918524,952,974848,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
968,69,0.31191623037598515,8.6533203125,0.5768880208333333,1.0,1.0,15,0.00390625,20.0,0.01196356943602569,2.5,966,989184,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
969,70,0.24927808257692402,8.693359375,0.5795572916666667,1.0,1.0,15,0.0009765625,20.0,0.011876733011834568,0.48218253515091186,980,1003520,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
970,71,0.2916429753999839,8.8046875,0.5869791666666667,1.0,1.0,15,0.001953125,20.0,0.011791649745096838,0.39210967788673723,994,1017856,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
971,72,0.277258871785983,8.7607421875,0.5840494791666667,1.0,1.0,15,0.0009765625,20.0,0.011708262153953946,0.21433035295182462,1008,1032192,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
972,73,0.26610169436970615,8.8583984375,0.5905598958333333,1.0,1.0,15,0.0029296875,20.0,0.011626515347043571,0.23711703874597032,1022,1046528,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
973,74,0.27725887186327625,8.8291015625,0.5886067708333333,1.0,1.0,15,0.0068359375,20.0,0.011546356875744608,2.1880355798878504,1036,1060864,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
974,75,0.31191623047904277,8.912109375,0.594140625,1.0,1.0,15,0.005859375,20.0,0.011467736596574721,1.0048493506794742,1050,1075200,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
975,76,0.291642975159516,9.052734375,0.603515625,1.0,1.0,15,0.01171875,20.0,0.011390606542927232,0.6520400620576597,1064,1089536,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
976,77,0.24927808253275646,8.9521484375,0.5968098958333333,1.0,1.0,15,0.0048828125,20.0,0.011314920805408232,0.4451903459927439,1078,1103872,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
977,78,0.2569856164750443,9.037109375,0.6024739583333333,1.0,1.0,15,0.0068359375,20.0,0.011240635420101558,0.23974849066243417,1092,1118208,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
978,79,0.26610169410175616,8.9931640625,0.5995442708333333,1.0,1.0,15,0.00390625,20.0,0.011167708264148994,0.6013295426171357,1106,1132544,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
979,80,0.26610169410175616,9.1484375,0.6098958333333333,1.0,1.0,15,0.0068359375,20.0,0.011096098958087117,0.41100920886862263,1120,1146880,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
980,81,0.2569856164235155,9.0537109375,0.6035807291666667,1.0,1.0,15,0.0048828125,20.0,0.011025768774430749,0.533385410366152,1134,1161216,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
981,82,0.27725887163139645,9.115234375,0.6076822916666667,1.0,1.0,15,0.0126953125,20.0,0.010956680552036838,0.6666333292184788,1148,1175552,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
982,83,0.2661016943078715,9.220703125,0.6147135416666667,1.0,1.0,15,0.0068359375,20.0,0.010888798615822296,0.40994579533601727,1162,1189888,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
983,84,0.2314443353932377,9.10546875,0.60703125,1.0,1.0,15,0.0068359375,20.0,0.010822088701445111,0.8770511640640434,1176,1204224,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
984,85,0.27725887147680994,9.2001953125,0.6133463541666667,1.0,1.0,15,0.0078125,20.0,0.010756517884590634,0.3546911118454004,1190,1218560,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
985,86,0.2314443353932377,9.28125,0.61875,1.0,1.0,15,0.0078125,20.0,0.010692054514534324,0.5532372238591009,1204,1232896,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
986,87,0.222328257567281,9.1689453125,0.6112630208333333,1.0,1.0,15,0.0068359375,20.0,0.010628668151679023,0.6314463457026158,1218,1247232,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
987,88,0.22667882633088107,9.376953125,0.6251302083333333,1.0,1.0,15,0.0107421875,20.0,0.010566329508789154,0.4077989697394653,1232,1261568,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
988,89,0.21117108010119293,9.3212890625,0.6214192708333334,1.0,1.0,15,0.0107421875,20.0,0.010505010395666332,0.4079292206839054,1246,1275904,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
989,90,0.22667882645267654,9.4794921875,0.6319661458333333,1.0,1.0,15,0.009765625,20.0,0.010444683667031,0.3072352368737529,1260,1290240,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
990,91,0.23144433538293194,9.3193359375,0.6212890625,1.0,1.0,15,0.0087890625,20.0,0.010385323173393126,0.9801147844356878,1274,1304576,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
991,92,0.218326122224563,9.32421875,0.6216145833333333,1.0,1.0,15,0.0087890625,20.0,0.010326903714711696,0.9001666462312143,1288,1318912,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
992,93,0.22232825753292845,9.51171875,0.6341145833333334,1.0,1.0,15,0.009765625,20.0,0.010269400996658053,0.56908186056592,1302,1333248,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
993,94,0.22667882636835662,9.3486328125,0.6232421875,1.0,1.0,15,0.01953125,20.0,0.010212791589312188,0.6037176474664021,1316,1347584,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
994,95,0.20794415400051486,9.3623046875,0.6241536458333333,1.0,1.0,15,0.0078125,20.0,0.010157052888133783,0.3526224045773492,1330,1361920,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
995,96,0.21462072360045564,9.7109375,0.6473958333333333,1.0,1.0,15,0.009765625,20.0,0.010102163077061653,0.34964708787496496,1344,1376256,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
996,97,0.24927808235608614,9.44921875,0.6299479166666667,1.0,1.0,15,0.01953125,20.0,0.010048101093605908,0.5666782674037403,1358,1390592,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
997,98,0.1876708986595177,9.65625,0.64375,1.0,1.0,15,0.017578125,20.0,0.009994846595807088,0.8847647351760598,1372,1404928,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
998,99,0.1967869764373808,9.6259765625,0.6417317708333333,1.0,1.0,15,0.01171875,20.0,0.00994237993094551,0.43672261597540507,1386,1419264,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
999,100,0.2146207235857331,9.6748046875,0.6449869791666667,1.0,1.0,15,0.01953125,20.0,0.00989068210589248,0.5259066232412183,1400,1433600,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
1000,101,0.20794415400051486,9.611328125,0.6407552083333333,1.0,1.0,15,0.013671875,20.0,0.009839734759002643,0.32862402536845337,1414,1447936,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
1001,102,0.20205500214469652,9.8486328125,0.6565755208333334,1.0,1.0,15,0.01953125,20.0,0.009789520133453791,0.7406584873875324,1428,1462272,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
1002,103,0.19935164114265572,9.5673828125,0.6378255208333333,1.0,1.0,15,0.01953125,20.0,0.00974002105194698,0.891781921071274,1442,1476608,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
1003,104,0.1856297988634257,9.71875,0.6479166666666667,1.0,1.0,15,0.0244140625,20.0,0.00969122089268578,0.3964394731546997,1456,1490944,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
1004,105,0.19202146744341703,9.6689453125,0.6445963541666667,1.0,1.0,15,0.015625,20.0,0.009643103566559043,0.47262977606945106,1470,1505280,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
1005,106,0.2020550022134016,9.8779296875,0.6585286458333334,1.0,1.0,15,0.025390625,20.0,0.00959565349545662,0.44912448313267206,1484,1519616,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
1006,107,0.199351641099263,9.89453125,0.6596354166666667,1.0,1.0,15,0.0302734375,20.0,0.009548855591652266,0.47994791326800884,1498,1533952,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
1007,108,0.19935164107756667,9.86328125,0.6575520833333334,1.0,1.0,15,0.0185546875,20.0,0.00950269523819228,0.6128825318103812,1512,1548288,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
1008,109,0.17651372105945465,9.8291015625,0.6552734375,1.0,1.0,15,0.0185546875,20.0,0.00945715827023246,0.4092814895709309,1526,1562624,erdos_renyi,14,3,1,QTL gamma=20.0,sampled
