,iteration,loss,mean_cut,mean_ratio,best_ratio_step,best_ratio_so_far,best_cut_so_far,optimal_mass,gamma,lr,grad_norm,circuit_evals,shots_used,graph_family,n,p,seed,objective,mode
432,133,0.13709085294442938,11.4111328125,0.7607421875,1.0,1.0,15,0.05859375,20.0,0.008520916888286587,0.08654409399492886,1862,1906688,erdos_renyi,14,3,0,QTL gamma=20.0,sampled
433,134,0.12938331897581945,11.4130859375,0.7608723958333333,1.0,1.0,15,0.0654296875,20.0,0.008487387871945858,0.1402639780224321,1876,1921024,erdos_renyi,14,3,0,QTL gamma=20.0,sampled
434,135,0.1250327501746323,11.4267578125,0.7617838541666667,1.0,1.0,15,0.0732421875,20.0,0.00845422802788352,0.13334242496921478,1890,1935360,erdos_renyi,14,3,0,QTL gamma=20.0,sampled
435,136,0.1370908529678516,11.416015625,0.7610677083333334,1.0,1.0,15,0.0693359375,20.0,0.008421430716031844,0.10900123531357024,1904,1949696,erdos_renyi,14,3,0,QTL gamma=20.0,sampled
436,137,0.1426967178261691,11.4931640625,0.7662109375,1.0,1.0,15,0.0654296875,20.0,0.008388989461425122,0.0892638863161593,1918,1964032,erdos_renyi,14,3,0,QTL gamma=20.0,sampled
437,138,0.1402168707700739,11.40234375,0.76015625,1.0,1.0,15,0.07421875,20.0,0.008356897948974679,0.15730564435641944,1932,1978368,erdos_renyi,14,3,0,QTL gamma=20.0,sampled
438,139,0.13137033542479018,11.46484375,0.7643229166666666,1.0,1.0,15,0.07421875,20.0,0.008325150018444189,0.12395686615907588,1946,1992704,erdos_renyi,14,3,0,QTL gamma=20.0,sampled
439,140,0.13069918440803457,11.46484375,0.7643229166666666,1.0,1.0,15,0.0654296875,20.0,0.008293739659616314,0.13985105128022352,1960,2007040,erdos_renyi,14,3,0,QTL gamma=20.0,sampled
440,141,0.13486826484100717,11.4931640625,0.7662109375,1.0,1.0,15,0.076171875,20.0,0.00826266100764208,0.12585810271581596,1974,2021376,erdos_renyi,14,3,0,QTL gamma=20.0,sampled
441,142,0.1306991844162792,11.4912109375,0.7660807291666667,1.0,1.0,15,0.0732421875,20.0,0.008231908338564943,0.12460247904916669,1988,2035712,erdos_renyi,14,3,0,QTL gamma=20.0,sampled
442,143,0.1306991844039123,11.4521484375,0.7634765625,1.0,1.0,15,0.080078125,20.0,0.008201476065011818,0.11452860610462413,2002,2050048,erdos_renyi,14,3,0,QTL gamma=20.0,sampled
443,144,0.13069918439291944,11.505859375,0.7670572916666667,1.0,1.0,15,0.0654296875,20.0,0.008171358732043785,0.1505914262959708,2016,2064384,erdos_renyi,14,3,0,QTL gamma=20.0,sampled
444,145,0.13633895907200733,11.498046875,0.7665364583333333,1.0,1.0,15,0.064453125,20.0,0.008141551013159535,0.14381459905564134,2030,2078720,erdos_renyi,14,3,0,QTL gamma=20.0,sampled
445,146,0.13205061800232026,11.4814453125,0.7654296875,1.0,1.0,15,0.064453125,20.0,0.00811204770644495,0.10973185554402484,2044,2093056,erdos_renyi,14,3,0,QTL gamma=20.0,sampled
446,147,0.13343959620872786,11.537109375,0.769140625,1.0,1.0,15,0.0615234375,20.0,0.008082843730862575,0.1655423143182161,2058,2107392,erdos_renyi,14,3,0,QTL gamma=20.0,sampled
447,148,0.12623762774457828,11.4267578125,0.7617838541666667,1.0,1.0,15,0.06640625,20.0,0.008053934122674994,0.13136764285072475,2072,2121728,erdos_renyi,14,3,0,QTL gamma=20.0,sampled
448,149,0.13414882796844485,11.380859375,0.7587239583333333,1.0,1.0,15,0.078125,20.0,0.008025314031996484,0.09157074551954454,2086,2136064,erdos_renyi,14,3,0,QTL gamma=20.0,sampled
449,150,0.12385622531271075,11.4375,0.7625,1.0,1.0,15,0.06640625,20.0,0.007996978719467512,0.12302945031600213,2100,2150400,erdos_renyi,14,3,0,QTL gamma=20.0,sampled
450,1,7.107421875,7.779296875,0.5186197916666667,0.9333333333333333,0.9333333333333333,14,0.0,0.0,0.06172606375797438,1.6434917290563293,14,14336,erdos_renyi,14,3,0,QTL schedule linear,sampled
451,2,4.5133215025619595,7.8583984375,0.5238932291666667,0.9333333333333333,0.9333333333333333,14,0.0,1.342281879194631,0.055855745138402954,2.4999999999999996,28,28672,erdos_renyi,14,3,0,QTL schedule linear,sampled
452,3,3.2639486180208896,8.001953125,0.5334635416666667,1.0,1.0,15,0.0009765625,2.684563758389262,0.051018271534881615,2.5,42,43008,erdos_renyi,14,3,0,QTL schedule linear,sampled
453,4,2.366708837264469,8.1005859375,0.5400390625,1.0,1.0,15,0.0009765625,4.026845637583892,0.04694970820901407,2.5,56,57344,erdos_renyi,14,3,0,QTL schedule linear,sampled
454,5,2.281516772922336,8.095703125,0.5397135416666666,0.9333333333333333,1.0,15,0.0,5.369127516778524,0.043471923063843836,2.5,70,71680,erdos_renyi,14,3,0,QTL schedule linear,sampled
455,6,1.0320628958264377,8.1806640625,0.5453776041666667,0.9333333333333333,1.0,15,0.0,6.7114093959731544,0.04045967441117711,2.5,84,86016,erdos_renyi,14,3,0,QTL schedule linear,sampled
456,7,0.8604602759533934,8.3271484375,0.5551432291666667,0.9333333333333333,1.0,15,0.0,8.053691275167784,0.03782194220155924,2.0723805195903617,98,100352,erdos_renyi,14,3,0,QTL schedule linear,sampled
457,8,0.7376712700382215,8.4345703125,0.5623046875,1.0,1.0,15,0.0009765625,9.395973154362416,0.03549074268269165,1.5346424005723445,112,114688,erdos_renyi,14,3,0,QTL schedule linear,sampled
458,9,0.5431789802379862,8.5283203125,0.5685546875,1.0,1.0,15,0.00390625,10.738255033557047,0.033414118323461875,1.602079963978608,126,129024,erdos_renyi,14,3,0,QTL schedule linear,sampled
459,10,0.5163918340331959,8.8037109375,0.5869140625,1.0,1.0,15,0.0029296875,12.080536912751679,0.031551575821083845,2.061112655033781,140,143360,erdos_renyi,14,3,0,QTL schedule linear,sampled
460,11,0.39649130437600194,9.041015625,0.602734375,1.0,1.0,15,0.0068359375,13.422818791946309,0.02987102068480993,1.141451791859165,154,157696,erdos_renyi,14,3,0,QTL schedule linear,sampled
461,12,0.3755596271869154,9.3720703125,0.6248046875,1.0,1.0,15,0.0029296875,14.76510067114094,0.028346639899554396,0.5637253319548521,168,172032,erdos_renyi,14,3,0,QTL schedule linear,sampled
462,13,0.3190904564366484,9.6015625,0.6401041666666667,1.0,1.0,15,0.005859375,16.10738255033557,0.026957403971680602,2.5,182,186368,erdos_renyi,14,3,0,QTL schedule linear,sampled
463,14,0.25023532235157964,9.873046875,0.658203125,1.0,1.0,15,0.0068359375,17.449664429530202,0.025685984638005147,1.9545617203043628,196,200704,erdos_renyi,14,3,0,QTL schedule linear,sampled
464,15,0.29508265438899306,10.1943359375,0.6796223958333333,1.0,1.0,15,0.01171875,18.79194630872483,0.02451795820362672,0.7989530162257784,210,215040,erdos_renyi,14,3,0,QTL schedule linear,sampled
465,16,0.21318991878846413,10.3349609375,0.6889973958333333,1.0,1.0,15,0.013671875,20.13422818791946,0.023441209319897596,0.2812973835819398,224,229376,erdos_renyi,14,3,0,QTL schedule linear,sampled
466,17,0.18564621593232505,10.4169921875,0.6944661458333333,1.0,1.0,15,0.013671875,21.476510067114095,0.022445478086539034,0.3691963569273651,238,243712,erdos_renyi,14,3,0,QTL schedule linear,sampled
467,18,0.17960015021281875,10.6279296875,0.7085286458333333,1.0,1.0,15,0.015625,22.818791946308725,0.021522011381388418,0.3512328224616803,252,258048,erdos_renyi,14,3,0,QTL schedule linear,sampled
468,19,0.16087651550071783,10.556640625,0.7037760416666666,1.0,1.0,15,0.0126953125,24.161073825503358,0.02066329115113795,0.44526130307284245,266,272384,erdos_renyi,14,3,0,QTL schedule linear,sampled
469,20,0.15432241849253858,10.580078125,0.7053385416666667,1.0,1.0,15,0.0146484375,25.503355704697988,0.019862820322272098,0.2982526670596018,280,286720,erdos_renyi,14,3,0,QTL schedule linear,sampled
470,21,0.14305599337075214,10.6455078125,0.7097005208333333,1.0,1.0,15,0.017578125,26.845637583892618,0.01911495240047257,0.22388109443872672,294,301056,erdos_renyi,14,3,0,QTL schedule linear,sampled
471,22,0.1679530564311236,10.66015625,0.7106770833333333,1.0,1.0,15,0.0107421875,28.187919463087248,0.018414754580816067,0.3349036101372568,308,315392,erdos_renyi,14,3,0,QTL schedule linear,sampled
472,23,0.15675093640410925,10.73046875,0.7153645833333333,1.0,1.0,15,0.0107421875,29.53020134228188,0.01775789683693614,0.17860173969511212,322,329728,erdos_renyi,14,3,0,QTL schedule linear,sampled
473,24,0.13680213458044926,10.7392578125,0.7159505208333333,1.0,1.0,15,0.017578125,30.87248322147651,0.01714056134866899,0.23271063314118726,336,344064,erdos_renyi,14,3,0,QTL schedule linear,sampled
474,25,0.12544248064745514,10.8603515625,0.7240234375,1.0,1.0,15,0.025390625,32.21476510067114,0.0165593679974578,0.19935663066282858,350,358400,erdos_renyi,14,3,0,QTL schedule linear,sampled
475,26,0.1204247814215577,10.810546875,0.720703125,1.0,1.0,15,0.0185546875,33.557046979865774,0.016011312662837836,0.1922707659105322,364,372736,erdos_renyi,14,3,0,QTL schedule linear,sampled
476,27,0.12299418402339315,10.8916015625,0.7261067708333333,1.0,1.0,15,0.015625,34.899328859060404,0.015493715797588058,0.1030827790795105,378,387072,erdos_renyi,14,3,0,QTL schedule linear,sampled
477,28,0.10356653302082862,10.9287109375,0.7285807291666667,1.0,1.0,15,0.021484375,36.241610738255034,0.015004179316605047,0.19688732206209256,392,401408,erdos_renyi,14,3,0,QTL schedule linear,sampled
478,29,0.11065599632510555,10.8701171875,0.7246744791666667,1.0,1.0,15,0.0146484375,37.58389261744966,0.01454055025618747,0.13905255353101176,406,415744,erdos_renyi,14,3,0,QTL schedule linear,sampled
479,30,0.09537531053947529,10.91796875,0.7278645833333334,1.0,1.0,15,0.0146484375,38.92617449664429,0.014100889982220291,0.10641844694496513,420,430080,erdos_renyi,14,3,0,QTL schedule linear,sampled
480,31,0.09219613352149278,10.8671875,0.7244791666666667,1.0,1.0,15,0.01953125,40.26845637583892,0.013683447973453165,0.13641567598207263,434,444416,erdos_renyi,14,3,0,QTL schedule linear,sampled
481,32,0.09229418927160152,10.9375,0.7291666666666666,1.0,1.0,15,0.021484375,41.61073825503356,0.01328663939826481,0.1809211539059659,448,458752,erdos_renyi,14,3,0,QTL schedule linear,sampled
482,33,0.08940999585686397,10.8994140625,0.7266276041666667,1.0,1.0,15,0.015625,42.95302013422819,0.012909025853557304,0.08673409828924562,462,473088,erdos_renyi,14,3,0,QTL schedule linear,sampled
483,34,0.08473625428976887,11.0517578125,0.7367838541666667,1.0,1.0,15,0.0185546875,44.29530201342282,0.012549298752718667,0.11730111745333752,476,487424,erdos_renyi,14,3,0,QTL schedule linear,sampled
484,35,0.09254262045148372,10.8583984375,0.7238932291666667,1.0,1.0,15,0.01953125,45.63758389261745,0.012206264943349556,0.189341443346288,490,501760,erdos_renyi,14,3,0,QTL schedule linear,sampled
485,36,0.08852479706008444,10.837890625,0.7225260416666667,1.0,1.0,15,0.015625,46.97986577181208,0.011878834210230164,0.10461446762630247,504,516096,erdos_renyi,14,3,0,QTL schedule linear,sampled
486,37,0.09201919558554256,11.064453125,0.7376302083333334,1.0,1.0,15,0.0244140625,48.322147651006716,0.011566008379004643,0.0847008875499532,518,530432,erdos_renyi,14,3,0,QTL schedule linear,sampled
487,38,0.08136809555510675,10.9326171875,0.7288411458333334,1.0,1.0,15,0.01953125,49.664429530201346,0.011266871784476707,0.09208178923510406,532,544768,erdos_renyi,14,3,0,QTL schedule linear,sampled
488,39,0.07056458250239646,10.7763671875,0.7184244791666666,1.0,1.0,15,0.013671875,51.006711409395976,0.010980582906688567,0.09069641741711919,546,559104,erdos_renyi,14,3,0,QTL schedule linear,sampled
489,40,0.08199612268226217,10.9560546875,0.7304036458333333,1.0,1.0,15,0.0234375,52.348993288590606,0.010706367009983984,0.09001452816084257,560,573440,erdos_renyi,14,3,0,QTL schedule linear,sampled
490,41,0.08817535462640273,10.9267578125,0.7284505208333333,1.0,1.0,15,0.025390625,53.691275167785236,0.010443509646499946,0.12858272926499675,574,587776,erdos_renyi,14,3,0,QTL schedule linear,sampled
491,42,0.06746058550353129,11.0068359375,0.7337890625,1.0,1.0,15,0.0224609375,55.033557046979865,0.010191350907135336,0.10150293731321308,588,602112,erdos_renyi,14,3,0,QTL schedule linear,sampled
492,43,0.07168141751283215,10.8291015625,0.7219401041666667,1.0,1.0,15,0.0263671875,56.375838926174495,0.009949280320907363,0.09003157665338031,602,616448,erdos_renyi,14,3,0,QTL schedule linear,sampled
493,44,0.06576751870475292,10.9111328125,0.7274088541666667,1.0,1.0,15,0.025390625,57.71812080536913,0.009716732318438599,0.05279893042292496,616,630784,erdos_renyi,14,3,0,QTL schedule linear,sampled
494,45,0.06502545153226472,10.9599609375,0.7306640625,1.0,1.0,15,0.021484375,59.06040268456376,0.009493182187681942,0.05991258741258739,630,645120,erdos_renyi,14,3,0,QTL schedule linear,sampled
495,46,0.0710633063246272,10.962890625,0.730859375,1.0,1.0,15,0.021484375,60.40268456375839,0.009278142460339174,0.11277388108440356,644,659456,erdos_renyi,14,3,0,QTL schedule linear,sampled
496,47,0.05717509664854971,10.984375,0.7322916666666667,1.0,1.0,15,0.0205078125,61.74496644295302,0.009071159676120712,0.09094202972198749,658,673792,erdos_renyi,14,3,0,QTL schedule linear,sampled
497,48,0.06087489079616271,11.1279296875,0.7418619791666666,1.0,1.0,15,0.0234375,63.08724832214765,0.008871811479321392,0.09836050528362467,672,688128,erdos_renyi,14,3,0,QTL schedule linear,sampled
498,49,0.06272124032372814,11.0673828125,0.7378255208333333,1.0,1.0,15,0.0205078125,64.42953020134227,0.008679704008384494,0.08818464858028384,686,702464,erdos_renyi,14,3,0,QTL schedule linear,sampled
499,50,0.058390201375911166,11.05078125,0.73671875,1.0,1.0,15,0.0380859375,65.77181208053692,0.0084944695443852,0.1043724491042934,700,716800,erdos_renyi,14,3,0,QTL schedule linear,sampled
500,51,0.060212390710778996,10.98828125,0.7325520833333333,1.0,1.0,15,0.0224609375,67.11409395973155,0.008315764388841346,0.08517797133062043,714,731136,erdos_renyi,14,3,0,QTL schedule linear,sampled
501,52,0.056100389557247984,10.892578125,0.726171875,1.0,1.0,15,0.0166015625,68.45637583892618,0.008143266945081412,0.0825890763048811,728,745472,erdos_renyi,14,3,0,QTL schedule linear,sampled
502,53,0.05638703752642056,10.958984375,0.7305989583333333,1.0,1.0,15,0.0234375,69.79865771812081,0.007976675980672504,0.05579613126647842,742,759808,erdos_renyi,14,3,0,QTL schedule linear,sampled
503,54,0.05218649067254308,10.98046875,0.73203125,1.0,1.0,15,0.0185546875,71.14093959731544,0.007815709051221207,0.08222007394954581,756,774144,erdos_renyi,14,3,0,QTL schedule linear,sampled
504,55,0.05429862872914573,11.0419921875,0.7361328125,1.0,1.0,15,0.0185546875,72.48322147651007,0.007660101068279789,0.07563168333017396,770,788480,erdos_renyi,14,3,0,QTL schedule linear,sampled
505,56,0.052650495983048044,11.115234375,0.741015625,1.0,1.0,15,0.03125,73.8255033557047,0.0075096029961785275,0.05910883473250291,784,802816,erdos_renyi,14,3,0,QTL schedule linear,sampled
506,57,0.046965257961308696,10.9912109375,0.7327473958333334,1.0,1.0,15,0.0224609375,75.16778523489933,0.007363980664412407,0.07154321176833844,798,817152,erdos_renyi,14,3,0,QTL schedule linear,sampled
507,58,0.04801165919904541,11.1123046875,0.7408203125,1.0,1.0,15,0.025390625,76.51006711409396,0.007223013683777929,0.07432690571732319,812,831488,erdos_renyi,14,3,0,QTL schedule linear,sampled
508,59,0.055135323872555604,11.0380859375,0.7358723958333333,1.0,1.0,15,0.0263671875,77.85234899328859,0.007086494455818977,0.061813909660529645,826,845824,erdos_renyi,14,3,0,QTL schedule linear,sampled
509,60,0.04969705002328592,11.0107421875,0.7340494791666666,1.0,1.0,15,0.0185546875,79.19463087248322,0.006954227266328384,0.06461023368073075,840,860160,erdos_renyi,14,3,0,QTL schedule linear,sampled
510,61,0.04660493985937288,11.0283203125,0.7352213541666667,1.0,1.0,15,0.0263671875,80.53691275167785,0.006826027454689172,0.0643543986722914,854,874496,erdos_renyi,14,3,0,QTL schedule linear,sampled
511,62,0.04352969019396179,11.0556640625,0.7370442708333333,1.0,1.0,15,0.0302734375,81.87919463087249,0.00670172065174726,0.06809108125322352,868,888832,erdos_renyi,14,3,0,QTL schedule linear,sampled
512,63,0.049973675759725084,11.0283203125,0.7352213541666667,1.0,1.0,15,0.025390625,83.22147651006712,0.006581142079703536,0.06740291002355407,882,903168,erdos_renyi,14,3,0,QTL schedule linear,sampled
513,64,0.041359143298891406,10.9912109375,0.7327473958333334,1.0,1.0,15,0.025390625,84.56375838926175,0.006464135908212679,0.04726186758816392,896,917504,erdos_renyi,14,3,0,QTL schedule linear,sampled
514,65,0.04369213111816207,10.9814453125,0.7320963541666666,1.0,1.0,15,0.0224609375,85.90604026845638,0.006350554661491919,0.04196263346564476,910,931840,erdos_renyi,14,3,0,QTL schedule linear,sampled
515,66,0.03972266534747379,11.01953125,0.7346354166666667,1.0,1.0,15,0.0234375,87.24832214765101,0.006240258671786171,0.05733007375447711,924,946176,erdos_renyi,14,3,0,QTL schedule linear,sampled
516,67,0.046944968137923565,10.994140625,0.7329427083333333,1.0,1.0,15,0.025390625,88.59060402684564,0.006133115575015717,0.04651689528793793,938,960512,erdos_renyi,14,3,0,QTL schedule linear,sampled
517,68,0.043220556403994664,11.0966796875,0.7397786458333333,1.0,1.0,15,0.0283203125,89.93288590604027,0.0060289998448575894,0.04831414812889308,952,974848,erdos_renyi,14,3,0,QTL schedule linear,sampled
518,69,0.04067476478889387,10.93359375,0.72890625,1.0,1.0,15,0.0322265625,91.2751677852349,0.005927792361888264,0.055854512723834925,966,989184,erdos_renyi,14,3,0,QTL schedule linear,sampled
519,70,0.03966180542529838,10.984375,0.7322916666666667,1.0,1.0,15,0.0224609375,92.61744966442953,0.005829380014749861,0.03440676302449268,980,1003520,erdos_renyi,14,3,0,QTL schedule linear,sampled
520,71,0.04136824684382347,11.12109375,0.74140625,1.0,1.0,15,0.021484375,93.95973154362416,0.0057336553305995346,0.043881624158359375,994,1017856,erdos_renyi,14,3,0,QTL schedule linear,sampled
521,72,0.03814856380279391,10.998046875,0.733203125,1.0,1.0,15,0.01953125,95.30201342281879,0.005640516132366728,0.043243208992665386,1008,1032192,erdos_renyi,14,3,0,QTL schedule linear,sampled
522,73,0.0346420123058582,11.0087890625,0.7339192708333333,1.0,1.0,15,0.029296875,96.64429530201343,0.005549865220579608,0.055185185185185164,1022,1046528,erdos_renyi,14,3,0,QTL schedule linear,sampled
523,74,0.03710339767121051,11.0146484375,0.7343098958333333,1.0,1.0,15,0.0244140625,97.98657718120806,0.005461610077733163,0.06944803820094571,1036,1060864,erdos_renyi,14,3,0,QTL schedule linear,sampled
524,75,0.04125949397094204,10.962890625,0.730859375,1.0,1.0,15,0.03125,99.32885906040269,0.005375662593360643,0.047284004391371336,1050,1075200,erdos_renyi,14,3,0,QTL schedule linear,sampled
525,76,0.03960452607590126,10.99609375,0.7330729166666666,1.0,1.0,15,0.0166015625,100.67114093959732,0.005291938808139466,0.04523714130696849,1064,1089536,erdos_renyi,14,3,0,QTL schedule linear,sampled
526,77,0.03679337357318912,10.943359375,0.7295572916666667,1.0,1.0,15,0.0205078125,102.01342281879195,0.005210358675514695,0.06527247579587152,1078,1103872,erdos_renyi,14,3,0,QTL schedule linear,sampled
527,78,0.03807955781005025,11.1689453125,0.7445963541666667,1.0,1.0,15,0.03515625,103.35570469798658,0.005130845839459923,0.06735459202939513,1092,1118208,erdos_renyi,14,3,0,QTL schedule linear,sampled
528,79,0.03668102394127753,11.0673828125,0.7378255208333333,1.0,1.0,15,0.0224609375,104.69798657718121,0.005053327427118178,0.06350164634558556,1106,1132544,erdos_renyi,14,3,0,QTL schedule linear,sampled
529,80,0.03329182842826945,11.1064453125,0.7404296875,1.0,1.0,15,0.02734375,106.04026845637584,0.004977733855176285,0.03906400020532899,1120,1146880,erdos_renyi,14,3,0,QTL schedule linear,sampled
530,81,0.03457355007055979,10.9697265625,0.7313151041666667,1.0,1.0,15,0.01953125,107.38255033557047,0.004903998648925915,0.032013200249809054,1134,1161216,erdos_renyi,14,3,0,QTL schedule linear,sampled
531,82,0.030792899827429516,11.046875,0.7364583333333333,1.0,1.0,15,0.0263671875,108.7248322147651,0.004832058273054724,0.04314932109599904,1148,1175552,erdos_renyi,14,3,0,QTL schedule linear,sampled
532,83,0.03531435706180052,11.0859375,0.7390625,1.0,1.0,15,0.0234375,110.06711409395973,0.004761851973292517,0.05845075611862334,1162,1189888,erdos_renyi,14,3,0,QTL schedule linear,sampled
533,84,0.03627252452456566,11.05078125,0.73671875,1.0,1.0,15,0.0234375,111.40939597315436,0.0046933216281111224,0.04321993611748868,1176,1204224,erdos_renyi,14,3,0,QTL schedule linear,sampled
534,85,0.0319220730367984,10.9921875,0.7328125,1.0,1.0,15,0.02734375,112.75167785234899,0.004626411609743518,0.05538008325230059,1190,1218560,erdos_renyi,14,3,0,QTL schedule linear,sampled
535,86,0.034495599427927875,11.0869140625,0.7391276041666667,1.0,1.0,15,0.0244140625,114.09395973154362,0.004561068653848384,0.03880502714923443,1204,1232896,erdos_renyi,14,3,0,QTL schedule linear,sampled
536,87,0.031494744534864734,11.0615234375,0.7374348958333333,1.0,1.0,15,0.0322265625,115.43624161073826,0.004497241737201306,0.03069276309456266,1218,1247232,erdos_renyi,14,3,0,QTL schedule linear,sampled
537,88,0.03414183282405281,10.9599609375,0.7306640625,1.0,1.0,15,0.0234375,116.7785234899329,0.004434881962843898,0.01669278571697167,1232,1261568,erdos_renyi,14,3,0,QTL schedule linear,sampled
538,89,0.030471069716943928,10.947265625,0.7298177083333334,1.0,1.0,15,0.0224609375,118.12080536912752,0.004373942452167657,0.02885361689358204,1246,1275904,erdos_renyi,14,3,0,QTL schedule linear,sampled
539,90,0.030433123932565923,11.080078125,0.738671875,1.0,1.0,15,0.017578125,119.46308724832215,0.004314378243450824,0.08181416234973274,1260,1290240,erdos_renyi,14,3,0,QTL schedule linear,sampled
540,91,0.031069959906248588,11.0712890625,0.7380859375,1.0,1.0,15,0.0234375,120.80536912751678,0.004256146196404334,0.04386970512730089,1274,1304576,erdos_renyi,14,3,0,QTL schedule linear,sampled
541,92,0.030394329732360253,11.1025390625,0.7401692708333333,1.0,1.0,15,0.03515625,122.14765100671141,0.004199204902317465,0.031199756770961564,1288,1318912,erdos_renyi,14,3,0,QTL schedule linear,sampled
542,93,0.03228629843144124,11.00390625,0.73359375,1.0,1.0,15,0.0302734375,123.48993288590604,0.00414351459942528,0.032462237591148316,1302,1333248,erdos_renyi,14,3,0,QTL schedule linear,sampled
543,94,0.03193913393217843,10.921875,0.728125,1.0,1.0,15,0.0166015625,124.83221476510067,0.004089037093148795,0.024104269140939556,1316,1347584,erdos_renyi,14,3,0,QTL schedule linear,sampled
544,95,0.0297478339527912,10.984375,0.7322916666666667,1.0,1.0,15,0.025390625,126.1744966442953,0.004035735680885157,0.04430861456272452,1330,1361920,erdos_renyi,14,3,0,QTL schedule linear,sampled
545,96,0.028806995519427246,11.0498046875,0.7366536458333334,1.0,1.0,15,0.02734375,127.51677852348993,0.003983575081049264,0.043526992863148505,1344,1376256,erdos_renyi,14,3,0,QTL schedule linear,sampled
546,97,0.027659490644079892,11.0380859375,0.7358723958333333,1.0,1.0,15,0.01953125,128.85906040268455,0.003932521366090417,0.027157466968640093,1358,1390592,erdos_renyi,14,3,0,QTL schedule linear,sampled
547,98,0.028827797851158486,11.009765625,0.733984375,1.0,1.0,15,0.0244140625,130.2013422818792,0.0038825418992278556,0.013598221351043417,1372,1404928,erdos_renyi,14,3,0,QTL schedule linear,sampled
548,99,0.0258857949421689,11.109375,0.740625,1.0,1.0,15,0.0263671875,131.54362416107384,0.003833605274667713,0.03029411675585751,1386,1419264,erdos_renyi,14,3,0,QTL schedule linear,sampled
549,100,0.028565689942468445,11.1259765625,0.7417317708333333,1.0,1.0,15,0.0302734375,132.88590604026845,0.0037856812610810478,0.02549964016800979,1400,1433600,erdos_renyi,14,3,0,QTL schedule linear,sampled
550,101,0.030532025538497112,11.04296875,0.7361979166666667,1.0,1.0,15,0.017578125,134.2281879194631,0.0037387407481383446,0.03226164073648771,1414,1447936,erdos_renyi,14,3,0,QTL schedule linear,sampled
551,102,0.029030950013602667,11.064453125,0.7376302083333334,1.0,1.0,15,0.0302734375,135.5704697986577,0.0036927556959104172,0.01874317818788076,1428,1462272,erdos_renyi,14,3,0,QTL schedule linear,sampled
552,103,0.028050194778623992,11.1416015625,0.7427734375,1.0,1.0,15,0.025390625,136.91275167785236,0.0036476990869589586,0.03622527111815945,1442,1476608,erdos_renyi,14,3,0,QTL schedule linear,sampled
553,104,0.027456342760236663,10.990234375,0.7326822916666667,1.0,1.0,15,0.021484375,138.25503355704697,0.003603544880952324,0.024494980102396428,1456,1490944,erdos_renyi,14,3,0,QTL schedule linear,sampled
554,105,0.026314082445630656,11.138671875,0.742578125,1.0,1.0,15,0.021484375,139.59731543624162,0.00356026797165348,0.03341609353128421,1470,1505280,erdos_renyi,14,3,0,QTL schedule linear,sampled
555,106,0.028288947197072332,11.16015625,0.7440104166666667,1.0,1.0,15,0.0361328125,140.93959731543623,0.0035178441461375235,0.03523052484971852,1484,1519616,erdos_renyi,14,3,0,QTL schedule linear,sampled
556,107,0.027318653576109835,10.998046875,0.733203125,1.0,1.0,15,0.0234375,142.28187919463087,0.0034762500461058684,0.048938734684567595,1498,1533952,erdos_renyi,14,3,0,QTL schedule linear,sampled
557,108,0.02557630443313634,10.95703125,0.73046875,1.0,1.0,15,0.03125,143.6241610738255,0.0034354631311731536,0.03060816070844288,1512,1548288,erdos_renyi,14,3,0,QTL schedule linear,sampled
558,109,0.027503143108264766,11.1044921875,0.7402994791666667,1.0,1.0,15,0.0185546875,144.96644295302013,0.0033954616440111723,0.018252057536178614,1526,1562624,erdos_renyi,14,3,0,QTL schedule linear,sampled
559,110,0.02537508262059434,11.1806640625,0.7453776041666667,1.0,1.0,15,0.0302734375,146.30872483221478,0.003356224577241832,0.020313050748151384,1540,1576960,erdos_renyi,14,3,0,QTL schedule linear,sampled
560,111,0.026655690467035177,11.0859375,0.7390625,1.0,1.0,15,0.0224609375,147.6510067114094,0.003317731641978208,0.023886307143416725,1554,1591296,erdos_renyi,14,3,0,QTL schedule linear,sampled
561,112,0.025477507245985367,11.015625,0.734375,1.0,1.0,15,0.0234375,148.99328859060404,0.00327996323791936,0.04510383370180693,1568,1605632,erdos_renyi,14,3,0,QTL schedule linear,sampled
562,113,0.022848646088205936,11.1318359375,0.7421223958333333,1.0,1.0,15,0.0283203125,150.33557046979865,0.0032429004249106643,0.030916996246203393,1582,1619968,erdos_renyi,14,3,0,QTL schedule linear,sampled
563,114,0.026642650756981856,11.05078125,0.73671875,1.0,1.0,15,0.017578125,151.6778523489933,0.0032065248958870894,0.03254877697790659,1596,1634304,erdos_renyi,14,3,0,QTL schedule linear,sampled
564,115,0.023759193245599716,11.14453125,0.74296875,1.0,1.0,15,0.02734375,153.0201342281879,0.0031708189511220775,0.015229316350189512,1610,1648640,erdos_renyi,14,3,0,QTL schedule linear,sampled
565,116,0.023089661755057993,11.0087890625,0.7339192708333333,1.0,1.0,15,0.029296875,154.36241610738256,0.0031357654737096076,0.0444336547512638,1624,1662976,erdos_renyi,14,3,0,QTL schedule linear,sampled
566,117,0.026320711671118203,11.017578125,0.7345052083333333,1.0,1.0,15,0.0263671875,155.70469798657717,0.003101347906211528,0.022712267614589006,1638,1677312,erdos_renyi,14,3,0,QTL schedule linear,sampled
