,gamma_plot,mean_peak_ratio,sem_peak_ratio,mean_tail_ratio,sem_tail_ratio,mean_final_ratio,sem_final_ratio,mean_optimal_mass
0,0.0,0.7300651682539683,0.05672044332391667,0.7282042152380953,0.056706458085816994,0.7291192222222223,0.05669381867006159,0.14019399999999999
1,0.25,0.7311352285714285,0.0569675022995764,0.7298607653968253,0.05696492599438548,0.7303582761904762,0.056833938919997405,0.144574
2,0.33,0.731164073015873,0.05689136488926999,0.7298257526984127,0.056989556843621746,0.7301436380952382,0.05686160247279205,0.145436
3,0.38,0.7309663206349206,0.05684146136130317,0.7295377574603175,0.05697265000358895,0.7298246476190476,0.056878792596733854,0.145884
4,0.4,0.7309118253968253,0.05683978451212189,0.7294340333333333,0.056967300692196327,0.7297276571428571,0.05688798961659262,0.146028
5,0.5,0.7567001142857143,0.06798245158735705,0.7518211593650793,0.06639364506858102,0.7559966920634921,0.06801584146212683,0.18974
6,0.56,0.7523874952380952,0.06984147014047852,0.7500748368253969,0.06940275390037996,0.750846380952381,0.06964178274295219,0.19306399999999999
7,0.6,0.751032161904762,0.06972396894026728,0.7480783320634921,0.06893103306494612,0.7494735873015872,0.06936448131268809,0.193798
8,0.64,0.7937130603174604,0.056602941131297775,0.7902234203174603,0.05587606358056473,0.7917736952380953,0.056316297861889575,0.233324
9,0.7,0.7915755650793651,0.056028996328986676,0.7881603942857143,0.055345294146834235,0.7894591936507936,0.05564924363716269,0.23233800000000002
10,0.74,0.7900072126984127,0.05566061774000725,0.7866941228571429,0.05499526184812995,0.7875694507936508,0.05522027356023061,0.23086
11,0.8,0.7884880444444444,0.05531792905209927,0.7825330653968253,0.05417616672478957,0.7860530571428571,0.05487021902599266,0.229048
12,0.85,0.7856666444444445,0.05473367226665032,0.7747098161904763,0.05340225441720178,0.7832411079365078,0.05427499472780916,0.225028
13,0.9,0.7799288984126984,0.05399625393019822,0.7680500644444443,0.053560407290173445,0.7773655079365079,0.053442247172384064,0.22151800000000002
14,1.0,0.7669961142857142,0.05429780884607124,0.7594697088888889,0.054729721827704,0.7644778666666666,0.05367049416719683,0.21868400000000002
15,1.1,0.7602726,0.05540389298469917,0.7555856009523809,0.055435522248906,0.7576651714285714,0.05473908680198364,0.218266
16,1.2,0.7585335904761905,0.05548372528482558,0.7544276911111111,0.055463263602631305,0.7559333079365078,0.05496191974988897,0.218384
