,graph_family,n,p,seed,gamma_plot,gamma_start,gamma_end,final_mean_ratio,tail_mean_ratio,peak_mean_ratio,final_optimal_mass
125,erdos_renyi,8,2,3,4.0,0.0,4.0,0.5783420138888888,0.5752061631944445,0.5863715277777778,0.0087890625
126,erdos_renyi,8,2,3,5.0,0.0,5.0,0.5747612847222222,0.5692599826388889,0.5885416666666666,0.0068359375
127,erdos_renyi,8,2,3,6.0,0.0,6.0,0.5750868055555556,0.5702799479166666,0.5882161458333334,0.0087890625
128,erdos_renyi,8,2,3,7.0,0.0,7.0,0.5736762152777778,0.5680664062499999,0.5894097222222222,0.00390625
129,erdos_renyi,8,2,3,8.0,0.0,8.0,0.5763888888888888,0.5718207465277778,0.5864800347222222,0.0087890625
130,erdos_renyi,8,2,3,10.0,0.0,10.0,0.5767144097222222,0.5713650173611111,0.5844184027777778,0.0078125
131,erdos_renyi,8,2,3,12.0,0.0,12.0,0.5708550347222222,0.5686631944444444,0.5853949652777778,0.005859375
132,erdos_renyi,8,2,3,14.0,0.0,14.0,0.5636935763888888,0.5597222222222221,0.5851779513888888,0.009765625
133,erdos_renyi,8,2,3,16.0,0.0,16.0,0.5711805555555556,0.5689995659722222,0.5850694444444444,0.0048828125
134,erdos_renyi,8,2,3,18.0,0.0,18.0,0.5745442708333334,0.5709309895833333,0.5836588541666666,0.005859375
135,erdos_renyi,8,2,3,24.0,0.0,24.0,0.5747612847222222,0.570627170138889,0.5836588541666666,0.0048828125
136,erdos_renyi,8,2,3,32.0,0.0,32.0,0.5690104166666666,0.56865234375,0.5836588541666666,0.005859375
137,erdos_renyi,8,2,3,45.0,0.0,45.0,0.5705295138888888,0.5674153645833334,0.5836588541666666,0.005859375
138,erdos_renyi,8,2,3,55.0,0.0,55.0,0.5801866319444444,0.5722113715277778,0.5871310763888888,0.0078125
139,erdos_renyi,8,2,3,64.0,0.0,64.0,0.5801866319444444,0.5728407118055555,0.5858289930555556,0.0107421875
140,erdos_renyi,8,2,4,0.0,0.0,0.0,0.7341796875,0.7369824218750001,0.75322265625,0.1083984375
141,erdos_renyi,8,2,4,0.25,0.0,0.25,0.73466796875,0.73658203125,0.750390625,0.1337890625
142,erdos_renyi,8,2,4,0.33,0.0,0.33,0.7408203125,0.7396777343750001,0.74873046875,0.1513671875
143,erdos_renyi,8,2,4,0.4,0.0,0.4,0.7318359375,0.731787109375,0.75087890625,0.1318359375
144,erdos_renyi,8,2,4,0.5,0.0,0.5,0.7369140625,0.73515625,0.7501953125,0.1494140625
145,erdos_renyi,8,2,4,0.56,0.0,0.56,0.7291015625,0.7261718750000001,0.74638671875,0.1416015625
146,erdos_renyi,8,2,4,0.64,0.0,0.64,0.72177734375,0.71958984375,0.744921875,0.154296875
147,erdos_renyi,8,2,4,0.7,0.0,0.7,0.7443359375,0.72216796875,0.74658203125,0.25
148,erdos_renyi,8,2,4,0.8,0.0,0.8,0.8794921875,0.8023632812499999,0.8794921875,0.4384765625
149,erdos_renyi,8,2,4,0.9,0.0,0.9,0.8953125,0.886337890625,0.90546875,0.4140625
150,erdos_renyi,8,2,4,1.0,0.0,1.0,0.89765625,0.895859375,0.9044921875,0.4189453125
151,erdos_renyi,8,2,4,1.1,0.0,1.1,0.89921875,0.8953125,0.90830078125,0.4287109375
152,erdos_renyi,8,2,4,1.2,0.0,1.2,0.89833984375,0.8940039062499998,0.9126953125,0.4267578125
153,erdos_renyi,8,2,4,1.25,0.0,1.25,0.89423828125,0.8925683593750001,0.9109375,0.4208984375
154,erdos_renyi,8,2,4,1.28,0.0,1.28,0.89521484375,0.8916015625,0.90830078125,0.4296875
155,erdos_renyi,8,2,4,1.3,0.0,1.3,0.894921875,0.89140625,0.909375,0.4287109375
156,erdos_renyi,8,2,4,1.4,0.0,1.4,0.89443359375,0.8906054687499999,0.909375,0.427734375
157,erdos_renyi,8,2,4,1.5,0.0,1.5,0.89404296875,0.889580078125,0.90673828125,0.4296875
158,erdos_renyi,8,2,4,2.0,0.0,2.0,0.88984375,0.885888671875,0.90419921875,0.44140625
159,erdos_renyi,8,2,4,3.0,0.0,3.0,0.8837890625,0.8827929687499999,0.89638671875,0.4375
160,erdos_renyi,8,2,4,4.0,0.0,4.0,0.8849609375,0.88076171875,0.89443359375,0.4443359375
161,erdos_renyi,8,2,4,5.0,0.0,5.0,0.88505859375,0.8794824218749999,0.890234375,0.4453125
162,erdos_renyi,8,2,4,6.0,0.0,6.0,0.8853515625,0.8794531250000001,0.887109375,0.4462890625
163,erdos_renyi,8,2,4,7.0,0.0,7.0,0.885546875,0.8782617187499999,0.88701171875,0.451171875
164,erdos_renyi,8,2,4,8.0,0.0,8.0,0.88583984375,0.877822265625,0.887890625,0.4521484375
165,erdos_renyi,8,2,4,10.0,0.0,10.0,0.88271484375,0.8770117187500001,0.88720703125,0.4501953125
166,erdos_renyi,8,2,4,12.0,0.0,12.0,0.8765625,0.8751757812500001,0.884375,0.4443359375
167,erdos_renyi,8,2,4,14.0,0.0,14.0,0.87392578125,0.872666015625,0.883203125,0.443359375
168,erdos_renyi,8,2,4,16.0,0.0,16.0,0.87265625,0.8702050781249999,0.878515625,0.44140625
169,erdos_renyi,8,2,4,18.0,0.0,18.0,0.87197265625,0.8676562499999999,0.876171875,0.4423828125
170,erdos_renyi,8,2,4,24.0,0.0,24.0,0.85478515625,0.85125,0.8611328125,0.4072265625
171,erdos_renyi,8,2,4,32.0,0.0,32.0,0.8029296875,0.7994042968749999,0.8083984375,0.3486328125
172,erdos_renyi,8,2,4,45.0,0.0,45.0,0.75087890625,0.7454394531249999,0.76396484375,0.26953125
173,erdos_renyi,8,2,4,55.0,0.0,55.0,0.7314453125,0.72484375,0.7455078125,0.23046875
174,erdos_renyi,8,2,4,64.0,0.0,64.0,0.72275390625,0.716396484375,0.735546875,0.189453125
