gamma_plot,mean_peak_ratio,sem_peak_ratio,mean_tail_ratio,sem_tail_ratio,mean_final_ratio,sem_final_ratio,mean_optimal_mass
0.0,0.7983434285714286,0.03073185158078948,0.7937359365079365,0.03133169301504544,0.7939085714285714,0.03091135795114271,0.189768
0.25,0.7948428444444444,0.03867380116825829,0.7895427542857143,0.03921019126528682,0.7900473015873016,0.0386603440617989,0.21128799999999998
0.4,0.7989963301587302,0.04291586869221474,0.7939642577777778,0.04355172315128305,0.7946296507936508,0.042961799217829014,0.21757600000000005
0.5,0.7900930412698413,0.0430148134246847,0.7849242349206349,0.04371445936331155,0.7855527365079366,0.043106570136535946,0.215632
0.6,0.7887623873015872,0.04319663367583876,0.7818934006349207,0.04351472611025683,0.7838583365079366,0.04348812523136209,0.219808
0.75,0.7972964063492063,0.03867556700012286,0.7902049650793652,0.039282386299772064,0.7917770158730159,0.03897540992354266,0.23535999999999996
1.0,0.7865299555555556,0.030066107407987527,0.7803674107936509,0.03015417255065363,0.7810013587301586,0.029403447231090854,0.21307199999999998
1.5,0.7882413333333333,0.027870078304717938,0.7808287885714286,0.028174082903874895,0.7811317968253968,0.027634130909105832,0.222072
2.0,0.7854882412698413,0.027725987215843767,0.7762294488888889,0.02826149287603091,0.7780363555555556,0.02765233516588461,0.223848
2.5,0.7758976253968254,0.02986739550132201,0.7676946044444445,0.029980952310944584,0.7684650793650794,0.029609309610161894,0.21768
3.0,0.7731112507936508,0.0297703323308339,0.7643066615873015,0.030114265326022446,0.7655134095238095,0.029785193023285517,0.21763199999999996
4.0,0.7675095619047619,0.029509233331467176,0.7578456965079365,0.030035040868724456,0.7589563682539683,0.029752552429746552,0.20911200000000002
