gamma_plot,mean_peak_ratio,sem_peak_ratio,mean_tail_ratio,sem_tail_ratio,mean_final_ratio,sem_final_ratio,mean_optimal_mass
0.0,0.7680983746031746,0.027011947480093158,0.7631735961904762,0.027606264891868564,0.7639633396825397,0.0273322386801331,0.14316
0.25,0.7763528,0.03441416630168455,0.771257219047619,0.03499820790104192,0.7719305650793651,0.03445395778848554,0.171848
0.4,0.7828397333333333,0.034351677417623204,0.7778561714285714,0.03483743673328966,0.7783721396825397,0.03434792100850958,0.17814400000000002
0.5,0.7763833015873016,0.034068705571342554,0.7711904431746033,0.03474066814594607,0.7717468190476191,0.03438235859972906,0.178368
0.6,0.7784892698412698,0.033301416514985666,0.7731850717460318,0.03401693715863158,0.7736356698412699,0.03373858219969404,0.180064
0.75,0.7772823873015874,0.03345500612660169,0.7714615479365079,0.03423726257611652,0.7725512634920635,0.03367440125329387,0.181584
1.0,0.7644744126984128,0.03548127537666096,0.7583598603174604,0.03619340697462297,0.7588617904761905,0.035788269827205295,0.177448
1.5,0.7654724444444445,0.03600889511615736,0.7582807936507937,0.037252658238615524,0.7588700317460318,0.037020018407733724,0.17715200000000003
2.0,0.7630177142857143,0.033900510829213644,0.7533627593650795,0.034920511895986224,0.7557984253968254,0.03489132714818848,0.17944
2.5,0.7449521777777778,0.03799634698506398,0.7357101993650794,0.03915351877774186,0.7365117333333334,0.038874626625488115,0.170632
3.0,0.7390155555555555,0.03845819227070954,0.7305103377777777,0.03940424430642361,0.7310505904761905,0.03930948386241689,0.16871200000000003
4.0,0.7315905777777778,0.03962295523753938,0.7246477104761905,0.0400275798836754,0.7248120761904762,0.03987967486811744,0.162128
5.0,0.7261368126984127,0.04005523117468309,0.7192625346031746,0.04053831410815907,0.7204484444444444,0.04028460310918054,0.157552
6.0,0.7248259047619048,0.036689287318410535,0.7183990996825397,0.036892022021869815,0.7199044952380953,0.03709353579338027,0.15788
