graph_family,n,p,seed,gamma_plot,gamma_raw,num_init_points,final_mean_ratio,tail_mean_ratio,peak_mean_ratio,final_optimal_mass
erdos_renyi,8,2,0,0.0,0.0,2,0.6695714285714287,0.6257142857142857,0.6757142857142857,0.072
erdos_renyi,8,2,1,0.0,0.0,2,0.675,0.6538333333333333,0.6783,0.009000000000000001
erdos_renyi,8,2,2,0.0,0.0,2,0.6038,0.5666,0.6112,0.079
erdos_renyi,8,2,3,0.0,0.0,2,0.6161111111111112,0.583925925925926,0.618,0.038000000000000006
erdos_renyi,8,2,4,0.0,0.0,2,0.7082,0.6933666666666667,0.7082,0.05
