gamma_plot,mean_peak_ratio,sem_peak_ratio,mean_tail_ratio,sem_tail_ratio,mean_final_ratio,sem_final_ratio,mean_optimal_mass
0.2,0.7654037206349207,0.02836988677289031,0.7577305193650794,0.027180438781172066,0.7596572444444445,0.029115024448895008,0.17316800000000002
0.4,0.7650951365079365,0.03108888172877272,0.7598470603174603,0.0316549642519015,0.759477473015873,0.03167317262628136,0.18475199999999997
0.6,0.7640685968253969,0.031367709182017554,0.7584823707936509,0.03178145106344457,0.7578994412698413,0.03178472129805006,0.19014399999999998
0.8,0.7620120761904763,0.03143368943341335,0.7562619250793652,0.03185723974089489,0.7555097142857143,0.03187253631884223,0.192576
1.2,0.7776869714285715,0.0348141921229295,0.7707075504761904,0.03487447602401907,0.7700591873015873,0.03474544871856068,0.215936
1.4,0.7769558476190477,0.034674706503573086,0.769868173968254,0.03478858846561445,0.7688805968253968,0.03461611936987183,0.21719999999999998
1.6,0.7761207365079364,0.0345217770464848,0.7688317257142858,0.034583948191359834,0.7680791492063491,0.03445483284312463,0.21761599999999998
