graph_family,n,p,seed,objective,init_id,init_seed,init_params,final_mean_ratio,tail_mean_ratio,peak_mean_ratio,final_optimal_mass,gamma_plot,gamma_average_requested,gamma_average_realized,gamma_start,gamma_end_exclusive,gamma_last
erdos_renyi,8,2,2,QTL ascending schedule with average gamma=36.00,2,20262431,"[0.7781164276219816, 3.2262615747046017, 1.0811483388068108, 2.98222281407082]",0.81166,0.8102500000000001,0.8188599999999999,0.42000000000000004,36.0,36.0,35.64000000000001,0.0,72.0,71.28
erdos_renyi,8,2,2,QTL ascending schedule with average gamma=36.00,3,20262432,"[4.307602282343021, 3.034090238606556, 2.891329909804126, 1.6537892584670473]",0.547,0.545704,0.55146,0.033,36.0,36.0,35.64000000000001,0.0,72.0,71.28
erdos_renyi,8,2,2,QTL ascending schedule with average gamma=36.00,4,20262433,"[1.697931517675189, 4.9740234499068094, 5.809501218322688, 4.3764810471886175]",0.68908,0.69175,0.6986800000000001,0.1916,36.0,36.0,35.64000000000001,0.0,72.0,71.28
erdos_renyi,8,2,2,QTL ascending schedule with average gamma=50.00,0,20262429,"[3.0045084741480124, 0.6658867766369198, 2.9231716237466285, 4.046416608096568]",0.6986,0.704592,0.70976,0.18359999999999999,50.0,50.0,49.5,0.0,100.0,99.0
erdos_renyi,8,2,2,QTL ascending schedule with average gamma=50.00,1,20262430,"[5.1541213316333945, 3.721852295442659, 4.903726068591482, 1.2222919096378122]",0.5475999999999999,0.5458020000000001,0.5508,0.0334,50.0,50.0,49.5,0.0,100.0,99.0
erdos_renyi,8,2,2,QTL ascending schedule with average gamma=50.00,2,20262431,"[0.7781164276219816, 3.2262615747046017, 1.0811483388068108, 2.98222281407082]",0.80314,0.80551,0.81354,0.3972,50.0,50.0,49.5,0.0,100.0,99.0
erdos_renyi,8,2,2,QTL ascending schedule with average gamma=50.00,3,20262432,"[4.307602282343021, 3.034090238606556, 2.891329909804126, 1.6537892584670473]",0.54396,0.544354,0.5492800000000001,0.0324,50.0,50.0,49.5,0.0,100.0,99.0
erdos_renyi,8,2,2,QTL ascending schedule with average gamma=50.00,4,20262433,"[1.697931517675189, 4.9740234499068094, 5.809501218322688, 4.3764810471886175]",0.68592,0.690402,0.6959000000000001,0.1858,50.0,50.0,49.5,0.0,100.0,99.0
erdos_renyi,8,2,3,QTL ascending schedule with average gamma=0.00,0,20262429,"[3.0045084741480124, 0.6658867766369198, 2.9231716237466285, 4.046416608096568]",0.8474444444444446,0.8482844444444446,0.8521111111111112,0.2502,0.0,0.0,0.0,0.0,0.0,0.0
erdos_renyi,8,2,3,QTL ascending schedule with average gamma=0.00,1,20262430,"[5.1541213316333945, 3.721852295442659, 4.903726068591482, 1.2222919096378122]",0.6465111111111113,0.6462088888888889,0.6523555555555556,0.0156,0.0,0.0,0.0,0.0,0.0,0.0
erdos_renyi,8,2,3,QTL ascending schedule with average gamma=0.00,2,20262431,"[0.7781164276219816, 3.2262615747046017, 1.0811483388068108, 2.98222281407082]",0.8473777777777777,0.84826,0.8521999999999998,0.25,0.0,0.0,0.0,0.0,0.0,0.0
erdos_renyi,8,2,3,QTL ascending schedule with average gamma=0.00,3,20262432,"[4.307602282343021, 3.034090238606556, 2.891329909804126, 1.6537892584670473]",0.5770888888888889,0.5768155555555555,0.5832444444444443,0.0102,0.0,0.0,0.0,0.0,0.0,0.0
erdos_renyi,8,2,3,QTL ascending schedule with average gamma=0.00,4,20262433,"[1.697931517675189, 4.9740234499068094, 5.809501218322688, 4.3764810471886175]",0.7522222222222223,0.7528088888888889,0.7584222222222221,0.09720000000000001,0.0,0.0,0.0,0.0,0.0,0.0
erdos_renyi,8,2,3,QTL ascending schedule with average gamma=1.00,0,20262429,"[3.0045084741480124, 0.6658867766369198, 2.9231716237466285, 4.046416608096568]",0.8421555555555555,0.842891111111111,0.8500222222222222,0.2592,1.0,1.0,0.9899999999999999,0.0,2.0,1.98
erdos_renyi,8,2,3,QTL ascending schedule with average gamma=1.00,1,20262430,"[5.1541213316333945, 3.721852295442659, 4.903726068591482, 1.2222919096378122]",0.8461333333333333,0.7463155555555556,0.8465555555555555,0.2482,1.0,1.0,0.9899999999999999,0.0,2.0,1.98
erdos_renyi,8,2,3,QTL ascending schedule with average gamma=1.00,2,20262431,"[0.7781164276219816, 3.2262615747046017, 1.0811483388068108, 2.98222281407082]",0.8420444444444444,0.8428888888888888,0.8504444444444444,0.25880000000000003,1.0,1.0,0.9899999999999999,0.0,2.0,1.98
erdos_renyi,8,2,3,QTL ascending schedule with average gamma=1.00,3,20262432,"[4.307602282343021, 3.034090238606556, 2.891329909804126, 1.6537892584670473]",0.5491777777777778,0.5493022222222221,0.5649777777777777,0.0212,1.0,1.0,0.9899999999999999,0.0,2.0,1.98
erdos_renyi,8,2,3,QTL ascending schedule with average gamma=1.00,4,20262433,"[1.697931517675189, 4.9740234499068094, 5.809501218322688, 4.3764810471886175]",0.7414000000000001,0.7398377777777778,0.7565333333333334,0.11,1.0,1.0,0.9899999999999999,0.0,2.0,1.98
erdos_renyi,8,2,3,QTL ascending schedule with average gamma=2.00,0,20262429,"[3.0045084741480124, 0.6658867766369198, 2.9231716237466285, 4.046416608096568]",0.8415333333333332,0.8417555555555556,0.8481111111111113,0.2596,2.0,2.0,1.9799999999999998,0.0,4.0,3.96
erdos_renyi,8,2,3,QTL ascending schedule with average gamma=2.00,1,20262430,"[5.1541213316333945, 3.721852295442659, 4.903726068591482, 1.2222919096378122]",0.8417777777777776,0.8418022222222221,0.8496888888888888,0.2594,2.0,2.0,1.9799999999999998,0.0,4.0,3.96
erdos_renyi,8,2,3,QTL ascending schedule with average gamma=2.00,2,20262431,"[0.7781164276219816, 3.2262615747046017, 1.0811483388068108, 2.98222281407082]",0.8415333333333332,0.8417733333333333,0.8487777777777777,0.2596,2.0,2.0,1.9799999999999998,0.0,4.0,3.96
erdos_renyi,8,2,3,QTL ascending schedule with average gamma=2.00,3,20262432,"[4.307602282343021, 3.034090238606556, 2.891329909804126, 1.6537892584670473]",0.5521333333333334,0.5509222222222224,0.5649555555555555,0.019999999999999997,2.0,2.0,1.9799999999999998,0.0,4.0,3.96
erdos_renyi,8,2,3,QTL ascending schedule with average gamma=2.00,4,20262433,"[1.697931517675189, 4.9740234499068094, 5.809501218322688, 4.3764810471886175]",0.7390444444444444,0.7373711111111112,0.7557111111111111,0.1098,2.0,2.0,1.9799999999999998,0.0,4.0,3.96
erdos_renyi,8,2,3,QTL ascending schedule with average gamma=3.00,0,20262429,"[3.0045084741480124, 0.6658867766369198, 2.9231716237466285, 4.046416608096568]",0.8413999999999999,0.8416666666666666,0.8478222222222223,0.2596,3.0,3.0,2.97,0.0,6.0,5.9399999999999995
erdos_renyi,8,2,3,QTL ascending schedule with average gamma=3.00,1,20262430,"[5.1541213316333945, 3.721852295442659, 4.903726068591482, 1.2222919096378122]",0.5863333333333334,0.5879377777777777,0.5920222222222222,0.0124,3.0,3.0,2.97,0.0,6.0,5.9399999999999995
