graph_family,n,p,seed,objective,init_id,init_seed,init_params,final_mean_ratio,tail_mean_ratio,peak_mean_ratio,final_optimal_mass,gamma_plot,gamma_average_requested,gamma_average_realized,gamma_start,gamma_end_exclusive,gamma_last
erdos_renyi,8,2,0,QTL ascending schedule with average gamma=0.60,0,20262429,"[3.0045084741480124, 0.6658867766369198, 2.9231716237466285, 4.046416608096568]",0.8691714285714286,0.8710685714285713,0.8772,0.36640000000000006,0.6,0.6,0.5940000000000001,0.0,1.2,1.188
erdos_renyi,8,2,0,QTL ascending schedule with average gamma=0.60,1,20262430,"[5.1541213316333945, 3.721852295442659, 4.903726068591482, 1.2222919096378122]",0.631057142857143,0.6248742857142857,0.631057142857143,0.0678,0.6,0.6,0.5940000000000001,0.0,1.2,1.188
erdos_renyi,8,2,0,QTL ascending schedule with average gamma=0.60,2,20262431,"[0.7781164276219816, 3.2262615747046017, 1.0811483388068108, 2.98222281407082]",0.8854,0.8845828571428571,0.8928285714285715,0.42819999999999997,0.6,0.6,0.5940000000000001,0.0,1.2,1.188
erdos_renyi,8,2,0,QTL ascending schedule with average gamma=0.60,3,20262432,"[4.307602282343021, 3.034090238606556, 2.891329909804126, 1.6537892584670473]",0.6159714285714285,0.6178199999999999,0.6232285714285714,0.0202,0.6,0.6,0.5940000000000001,0.0,1.2,1.188
erdos_renyi,8,2,0,QTL ascending schedule with average gamma=0.60,4,20262433,"[1.697931517675189, 4.9740234499068094, 5.809501218322688, 4.3764810471886175]",0.8009714285714287,0.8038857142857143,0.8141142857142858,0.2164,0.6,0.6,0.5940000000000001,0.0,1.2,1.188
erdos_renyi,8,2,0,QTL ascending schedule with average gamma=0.80,0,20262429,"[3.0045084741480124, 0.6658867766369198, 2.9231716237466285, 4.046416608096568]",0.8688,0.8702914285714286,0.8767714285714285,0.369,0.8,0.8,0.7920000000000001,0.0,1.6,1.584
erdos_renyi,8,2,0,QTL ascending schedule with average gamma=0.80,1,20262430,"[5.1541213316333945, 3.721852295442659, 4.903726068591482, 1.2222919096378122]",0.6407142857142858,0.6395514285714285,0.6425714285714285,0.0688,0.8,0.8,0.7920000000000001,0.0,1.6,1.584
erdos_renyi,8,2,0,QTL ascending schedule with average gamma=0.80,2,20262431,"[0.7781164276219816, 3.2262615747046017, 1.0811483388068108, 2.98222281407082]",0.8828857142857143,0.8827428571428573,0.8919714285714286,0.4268,0.8,0.8,0.7920000000000001,0.0,1.6,1.584
erdos_renyi,8,2,0,QTL ascending schedule with average gamma=0.80,3,20262432,"[4.307602282343021, 3.034090238606556, 2.891329909804126, 1.6537892584670473]",0.6156857142857143,0.6173657142857143,0.6224285714285713,0.0234,0.8,0.8,0.7920000000000001,0.0,1.6,1.584
erdos_renyi,8,2,0,QTL ascending schedule with average gamma=0.80,4,20262433,"[1.697931517675189, 4.9740234499068094, 5.809501218322688, 4.3764810471886175]",0.7978571428571429,0.8013657142857143,0.8134,0.21439999999999998,0.8,0.8,0.7920000000000001,0.0,1.6,1.584
