gamma_plot,mean_peak_ratio,sem_peak_ratio,mean_tail_ratio,sem_tail_ratio,mean_final_ratio,sem_final_ratio,mean_optimal_mass
0.0,0.6582828571428572,0.018756020203592003,0.6246880423280423,0.02302501400585992,0.654536507936508,0.019461857677467477,0.0496
