,gamma_plot,mean_peak_ratio,sem_peak_ratio,mean_tail_ratio,sem_tail_ratio,mean_final_ratio,sem_final_ratio,mean_optimal_mass
0,0.0,0.7312216031746032,0.05639712310178128,0.7281863936507936,0.05674527474258721,0.7288659682539682,0.05687090369606729,0.14156
1,0.25,0.7317237460317461,0.05684356490244493,0.7295791634920634,0.05697344066186399,0.730181873015873,0.05693512839829565,0.14592
2,0.33,0.7319551904761905,0.05671613927868447,0.7298402206349206,0.05698057980123747,0.7301525555555555,0.05709628631996012,0.14691
3,0.4,0.7301816031746032,0.056655630564608005,0.7279714888888889,0.05677580756598331,0.7286051269841269,0.05692609063667426,0.14709
4,0.5,0.7577002698412698,0.06782232357032288,0.7554668873015873,0.06774046717514097,0.7557494920634921,0.06780874605833699,0.19552999999999998
5,0.56,0.7538994285714284,0.0700731740293018,0.7506767952380952,0.06962941454514084,0.7506754444444445,0.07017549008005078,0.19571
6,0.64,0.7958375714285714,0.05681446951800434,0.7914390746031745,0.05612578061731336,0.7925012063492064,0.05680216362539994,0.23564999999999997
7,0.7,0.7930559682539682,0.05608463766848966,0.7886658523809523,0.05540192809042004,0.7897481428571428,0.055997141169556695,0.23402000000000003
8,0.8,0.7889646666666666,0.055146319242035044,0.7815561650793651,0.054042233703379274,0.785554126984127,0.05521859814805842,0.22954999999999998
9,0.9,0.7811024444444444,0.05390527207908106,0.7685542365079365,0.05360114994349899,0.7777453968253968,0.053842129560354265,0.22362
10,1.0,0.7631074603174604,0.05527310128961653,0.7571426936507937,0.05548511303975442,0.7597486666666666,0.054895728030006495,0.21928
11,1.1,0.7599521587301588,0.05562731676874478,0.7550156634920635,0.055757554112668244,0.7568996825396826,0.05535433697414154,0.22008
12,1.2,0.7583063333333333,0.055720574350453723,0.7541205253968254,0.05565797353204924,0.7554000634920636,0.05549094997824561,0.22003
13,1.25,0.7582518571428571,0.05545556466557303,0.754013073015873,0.05551862840067499,0.7551991428571428,0.055287891780392624,0.22014999999999998
14,1.28,0.7584806031746032,0.05532015209401622,0.7540055619047619,0.05542388847408991,0.7555016349206349,0.054980288242356894,0.22039999999999998
15,1.3,0.7575680793650793,0.055552599785205256,0.7534743222222222,0.05553884745911783,0.7544930793650793,0.055210049912561794,0.22033
16,1.4,0.7586768253968253,0.054902547954205363,0.7538029492063492,0.05518316770924616,0.7552722698412698,0.05475095777803796,0.22075999999999998
17,1.5,0.7611912380952381,0.053964293251887736,0.7555236380952381,0.05452027354504206,0.757684380952381,0.05396245150148284,0.22061999999999998
18,2.0,0.7814646190476189,0.05239039013481819,0.773427253968254,0.05298587917654782,0.777579253968254,0.05396480618209286,0.22932000000000002
19,3.0,0.8141032380952382,0.0048113750642690975,0.8018697746031747,0.0024331681428783314,0.8115550952380953,0.00606511308021022,0.26486
20,4.0,0.7804925555555555,0.016133450193370782,0.7735399206349205,0.018475429313748876,0.7754296825396826,0.018353432838732378,0.21759999999999996
21,5.0,0.7716412857142858,0.019355167772721674,0.766628461904762,0.02074856716140782,0.7674142857142858,0.020914731397720016,0.21172
22,6.0,0.7661202698412698,0.020065590644931342,0.7617020222222222,0.020912671887596577,0.7631072698412698,0.021197821979158978,0.20615999999999998
23,7.0,0.7543614761904762,0.01991456439783025,0.7448837492063491,0.021532227801761374,0.7518329047619048,0.020629895811073228,0.19512000000000002
24,8.0,0.726807746031746,0.030204005462737424,0.7186759603174604,0.032055940587262674,0.7244970317460317,0.03013584135292437,0.17478
25,10.0,0.6992335079365078,0.037347045214767255,0.6931221650793651,0.03856157290249647,0.6958203968253969,0.0382598664181159,0.15138000000000001
26,12.0,0.6864415238095238,0.0385647485707089,0.6793561714285714,0.04127265147645891,0.680820746031746,0.041165365299473566,0.13777
27,14.0,0.6796484761904762,0.03961434026590558,0.672300146031746,0.042238934165539394,0.6730190317460318,0.04253640602781238,0.13171
28,16.0,0.6757369841269841,0.03954522239178993,0.6687250619047619,0.04180431003762278,0.6699380952380952,0.04203197895576225,0.1265
29,18.0,0.672126238095238,0.03928112936451711,0.6659354587301587,0.040841613129162506,0.6671696666666667,0.04112521268570466,0.12138
30,24.0,0.6602267619047619,0.03862543801735951,0.6555106873015873,0.03920369103832869,0.6569910952380953,0.03931199494501253,0.10752999999999999
31,32.0,0.6436045714285714,0.04023038318109785,0.6394419238095239,0.04046871931195567,0.6414573174603174,0.040585780101924054,0.09119999999999999
32,45.0,0.622252634920635,0.044150417299237105,0.6185935857142857,0.044864888145171776,0.6195292222222222,0.044861474991162685,0.07034
33,55.0,0.6097790793650794,0.048109171272122574,0.6062461698412698,0.04863182292731381,0.6076738730158731,0.048334795469266306,0.05807
34,64.0,0.6006012063492063,0.05165481691903869,0.5969650571428571,0.052247951638451605,0.5978297777777778,0.052038519152690525,0.050480000000000004
