,graph_family,n,p,seed,gamma_plot,gamma_raw,final_mean_ratio,tail_mean_ratio,peak_mean_ratio,final_optimal_mass
0,erdos_renyi,8,2,0,0.0,0.0,0.62890625,0.6251116071428572,0.640625,0.0078125
1,erdos_renyi,8,2,0,0.25,0.25,0.6685267857142857,0.6330357142857143,0.6685267857142857,0.0390625
2,erdos_renyi,8,2,0,0.33,0.33,0.6227678571428571,0.618470982142857,0.6383928571428571,0.0
3,erdos_renyi,8,2,0,0.38,0.38,0.6121651785714286,0.6189732142857143,0.6389508928571429,0.015625
4,erdos_renyi,8,2,0,0.4,0.4,0.6188616071428571,0.6193080357142857,0.6339285714285714,0.0234375
5,erdos_renyi,8,2,0,0.5,0.5,0.8119419642857143,0.80546875,0.8314732142857143,0.234375
6,erdos_renyi,8,2,0,0.56,0.56,0.8097098214285714,0.803125,0.8253348214285714,0.23046875
7,erdos_renyi,8,2,0,0.6,0.6,0.8102678571428571,0.8033482142857142,0.8169642857142857,0.2265625
8,erdos_renyi,8,2,0,0.64,0.64,0.8024553571428571,0.7530133928571429,0.8024553571428571,0.1953125
9,erdos_renyi,8,2,0,0.7,0.7,0.5970982142857143,0.5990513392857142,0.62109375,0.03515625
10,erdos_renyi,8,2,0,0.74,0.74,0.8141741071428571,0.8065290178571429,0.8292410714285714,0.23828125
11,erdos_renyi,8,2,0,0.8,0.8,0.8097098214285714,0.8063058035714287,0.8337053571428571,0.234375
12,erdos_renyi,8,2,0,0.85,0.85,0.80859375,0.8063616071428573,0.8297991071428571,0.23046875
13,erdos_renyi,8,2,0,0.9,0.9,0.8119419642857143,0.8052455357142858,0.8297991071428571,0.234375
14,erdos_renyi,8,2,0,1.0,1.0,0.8113839285714286,0.8054129464285713,0.8275669642857143,0.234375
15,erdos_renyi,8,2,0,1.1,1.1,0.8097098214285714,0.805078125,0.8258928571428571,0.23046875
16,erdos_renyi,8,2,0,1.2,1.2,0.8080357142857143,0.8058035714285714,0.8264508928571429,0.23046875
17,erdos_renyi,8,2,0,1.25,1.25,0.8080357142857143,0.8047433035714284,0.8264508928571429,0.2265625
18,erdos_renyi,8,2,0,1.28,1.28,0.8091517857142857,0.8053013392857145,0.8264508928571429,0.23046875
19,erdos_renyi,8,2,0,1.3,1.3,0.8069196428571429,0.8046316964285714,0.8253348214285714,0.2265625
20,erdos_renyi,8,2,0,1.35,1.35,0.8080357142857143,0.8050223214285713,0.8275669642857143,0.2265625
21,erdos_renyi,8,2,0,1.4,1.4,0.8108258928571429,0.8053013392857142,0.828125,0.23046875
22,erdos_renyi,8,2,0,1.5,1.5,0.8080357142857143,0.8041294642857142,0.8247767857142857,0.2265625
23,erdos_renyi,8,2,0,1.8,1.8,0.8214285714285714,0.8008928571428571,0.8292410714285714,0.265625
24,erdos_renyi,8,2,0,2.2,2.2,0.8404017857142857,0.8255022321428571,0.8404017857142857,0.32421875
25,erdos_renyi,8,2,0,2.6,2.6,0.8091517857142857,0.7998883928571429,0.8258928571428571,0.2421875
26,erdos_renyi,8,2,0,3.0,3.0,0.8755580357142857,0.8752790178571429,0.8900669642857143,0.43359375
27,erdos_renyi,8,2,0,4.0,4.0,0.8058035714285714,0.8005022321428573,0.8203125,0.234375
28,erdos_renyi,8,2,0,5.0,5.0,0.8677455357142857,0.8650669642857144,0.8850446428571429,0.421875
29,erdos_renyi,8,2,0,6.0,6.0,0.8113839285714286,0.8103236607142856,0.8264508928571429,0.28125
30,erdos_renyi,8,2,0,7.0,7.0,0.8002232142857143,0.7914062500000001,0.8097098214285714,0.2265625
31,erdos_renyi,8,2,0,8.0,8.0,0.7946428571428571,0.7900669642857142,0.8091517857142857,0.21875
32,erdos_renyi,8,2,0,10.0,10.0,0.6199776785714286,0.594140625,0.6199776785714286,0.04296875
33,erdos_renyi,8,2,0,12.0,12.0,0.6194196428571429,0.5866629464285714,0.6194196428571429,0.0390625
34,erdos_renyi,8,2,0,14.0,14.0,0.6261160714285714,0.6241071428571429,0.640625,0.046875
35,erdos_renyi,8,2,0,16.0,16.0,0.6506696428571429,0.6454799107142857,0.6657366071428571,0.0546875
36,erdos_renyi,8,2,0,18.0,18.0,0.5920758928571429,0.5828125000000001,0.6010044642857143,0.0234375
37,erdos_renyi,8,2,1,0.0,0.0,0.870703125,0.876171875,0.883203125,0.140625
38,erdos_renyi,8,2,1,0.25,0.25,0.87265625,0.875625,0.882421875,0.140625
39,erdos_renyi,8,2,1,0.33,0.33,0.87421875,0.873671875,0.8859375,0.140625
40,erdos_renyi,8,2,1,0.38,0.38,0.872265625,0.8744921875000001,0.886328125,0.140625
41,erdos_renyi,8,2,1,0.4,0.4,0.869921875,0.8573046874999999,0.871875,0.140625
42,erdos_renyi,8,2,1,0.5,0.5,0.85703125,0.8504296875000001,0.86875,0.140625
43,erdos_renyi,8,2,1,0.56,0.56,0.84296875,0.8396874999999999,0.851953125,0.13671875
44,erdos_renyi,8,2,1,0.6,0.6,0.76328125,0.723125,0.76328125,0.046875
45,erdos_renyi,8,2,1,0.64,0.64,0.841015625,0.8344921874999999,0.851953125,0.1171875
46,erdos_renyi,8,2,1,0.7,0.7,0.76875,0.7356640624999999,0.77265625,0.0546875
47,erdos_renyi,8,2,1,0.74,0.74,0.76875,0.7362890624999999,0.771484375,0.0546875
48,erdos_renyi,8,2,1,0.8,0.8,0.76875,0.7343359374999999,0.76875,0.0546875
49,erdos_renyi,8,2,1,0.85,0.85,0.694140625,0.6764062500000001,0.694140625,0.0390625
50,erdos_renyi,8,2,1,0.9,0.9,0.830859375,0.8006640624999999,0.831640625,0.1015625
51,erdos_renyi,8,2,1,1.0,1.0,0.6828125,0.6730859375,0.683203125,0.01953125
52,erdos_renyi,8,2,1,1.1,1.1,0.665234375,0.6609765625,0.6859375,0.02734375
53,erdos_renyi,8,2,1,1.2,1.2,0.677734375,0.66859375,0.69296875,0.015625
54,erdos_renyi,8,2,1,1.25,1.25,0.666015625,0.6574609375,0.68671875,0.03125
55,erdos_renyi,8,2,1,1.28,1.28,0.6625,0.6608203125000001,0.687109375,0.03125
56,erdos_renyi,8,2,1,1.3,1.3,0.67890625,0.6689843750000001,0.68984375,0.015625
57,erdos_renyi,8,2,1,1.35,1.35,0.67421875,0.6613671875,0.685546875,0.03515625
58,erdos_renyi,8,2,1,1.4,1.4,0.66796875,0.6558203125,0.68203125,0.03515625
59,erdos_renyi,8,2,1,1.5,1.5,0.662109375,0.656953125,0.687890625,0.0234375
60,erdos_renyi,8,2,1,1.8,1.8,0.665625,0.6591796875000001,0.686328125,0.03515625
61,erdos_renyi,8,2,1,2.2,2.2,0.824609375,0.8094140625000001,0.831640625,0.10546875
62,erdos_renyi,8,2,1,2.6,2.6,0.6953125,0.6808984375,0.6953125,0.04296875
