,graph_family,n,p,seed,gamma_plot,gamma_raw,final_mean_ratio,tail_mean_ratio,peak_mean_ratio,final_optimal_mass
0,erdos_renyi,8,2,0,0.0,0.0,0.6241629464285714,0.6161272321428571,0.6344866071428571,0.03125
1,erdos_renyi,8,2,0,0.25,0.25,0.6085379464285714,0.6107142857142857,0.623046875,0.021484375
2,erdos_renyi,8,2,0,0.33,0.33,0.6166294642857143,0.6156529017857144,0.6330915178571429,0.033203125
3,erdos_renyi,8,2,0,0.38,0.38,0.6124441964285714,0.6081194196428571,0.6216517857142857,0.01953125
4,erdos_renyi,8,2,0,0.4,0.4,0.6258370535714286,0.6173270089285714,0.6294642857142857,0.033203125
5,erdos_renyi,8,2,0,0.5,0.5,0.6049107142857143,0.5945591517857143,0.6090959821428571,0.015625
6,erdos_renyi,8,2,0,0.56,0.56,0.6534598214285714,0.6121372767857143,0.6534598214285714,0.06640625
7,erdos_renyi,8,2,0,0.6,0.6,0.8116629464285714,0.8083147321428571,0.8208705357142857,0.22265625
8,erdos_renyi,8,2,0,0.64,0.64,0.8138950892857143,0.8086216517857142,0.8203125,0.220703125
9,erdos_renyi,8,2,0,0.7,0.7,0.8102678571428571,0.8072823660714287,0.8161272321428571,0.21875
10,erdos_renyi,8,2,0,0.74,0.74,0.8088727678571429,0.8065848214285716,0.8169642857142857,0.220703125
11,erdos_renyi,8,2,0,0.8,0.8,0.8091517857142857,0.80625,0.8180803571428571,0.220703125
12,erdos_renyi,8,2,0,0.85,0.85,0.8077566964285714,0.8061104910714286,0.8161272321428571,0.22265625
13,erdos_renyi,8,2,0,0.9,0.9,0.8094308035714286,0.8056640625,0.8175223214285714,0.2265625
14,erdos_renyi,8,2,0,1.0,1.0,0.8046875,0.8053013392857142,0.8178013392857143,0.224609375
15,erdos_renyi,8,2,0,1.1,1.1,0.8080357142857143,0.8052176339285715,0.8186383928571429,0.228515625
16,erdos_renyi,8,2,0,1.2,1.2,0.8060825892857143,0.8036272321428571,0.8208705357142857,0.232421875
17,erdos_renyi,8,2,0,1.25,1.25,0.8052455357142857,0.8032366071428572,0.8191964285714286,0.23046875
18,erdos_renyi,8,2,0,1.28,1.28,0.8060825892857143,0.8032366071428572,0.8203125,0.232421875
19,erdos_renyi,8,2,0,1.3,1.3,0.8016183035714286,0.8024832589285713,0.8191964285714286,0.228515625
20,erdos_renyi,8,2,0,1.35,1.35,0.8044084821428571,0.8034598214285713,0.8197544642857143,0.228515625
21,erdos_renyi,8,2,0,1.4,1.4,0.8052455357142857,0.8022600446428572,0.8194754464285714,0.228515625
22,erdos_renyi,8,2,0,1.5,1.5,0.8021763392857143,0.8020089285714285,0.8189174107142857,0.23046875
23,erdos_renyi,8,2,0,1.8,1.8,0.7991071428571429,0.8002232142857144,0.8186383928571429,0.2265625
24,erdos_renyi,8,2,0,2.2,2.2,0.7991071428571429,0.7994419642857143,0.8166852678571429,0.23046875
25,erdos_renyi,8,2,0,2.6,2.6,0.7999441964285714,0.7984095982142858,0.8155691964285714,0.23046875
