control_index,control_r,alpha,one_minus_alpha,gamma,graph_family,graph_seed,init_id,init_seed,device_seed,final_mean_ratio_cvar,final_mean_ratio_qtl,tail_mean_ratio_cvar,tail_mean_ratio_qtl,peak_mean_ratio_cvar,peak_mean_ratio_qtl,final_optimal_mass_cvar,final_optimal_mass_qtl,final_mean_ratio_cvar_minus_qtl,tail_mean_ratio_cvar_minus_qtl,peak_mean_ratio_cvar_minus_qtl,final_optimal_mass_cvar_minus_qtl
2,0.1870866433571444,0.65,0.35,0.7483465734285776,erdos_renyi,2,3,20262432,930203,0.5418000000000001,0.54262,0.545416,0.545486,0.55124,0.55372,0.0286,0.0308,-0.0008199999999999319,-7.00000000000145e-05,-0.0024800000000000377,-0.0022000000000000006
2,0.1870866433571444,0.65,0.35,0.7483465734285776,erdos_renyi,2,4,20262433,930204,0.7086600000000001,0.70348,0.70787,0.702154,0.7150000000000001,0.70878,0.18719999999999998,0.1978,0.0051800000000000734,0.005716000000000054,0.006220000000000114,-0.010600000000000026
2,0.1870866433571444,0.65,0.35,0.7483465734285776,erdos_renyi,3,0,20262429,940200,0.8444444444444446,0.8448444444444445,0.8459355555555556,0.8461466666666666,0.8516444444444444,0.851288888888889,0.244,0.2434,-0.00039999999999995595,-0.00021111111111105085,0.0003555555555554424,0.0005999999999999894
2,0.1870866433571444,0.65,0.35,0.7483465734285776,erdos_renyi,3,1,20262430,940201,0.6030444444444444,0.5606444444444444,0.6060488888888889,0.5639822222222224,0.6118444444444444,0.5696666666666667,0.0046,0.0068,0.04239999999999999,0.042066666666666475,0.04217777777777776,-0.0021999999999999997
2,0.1870866433571444,0.65,0.35,0.7483465734285776,erdos_renyi,3,2,20262431,940202,0.8472222222222222,0.8471777777777777,0.8466799999999999,0.8466711111111112,0.8503777777777777,0.8507333333333335,0.2552,0.2556,4.4444444444513564e-05,8.888888888725077e-06,-0.00035555555555577545,-0.00040000000000001146
2,0.1870866433571444,0.65,0.35,0.7483465734285776,erdos_renyi,3,3,20262432,940203,0.5789777777777777,0.5638888888888888,0.5767044444444444,0.5588577777777778,0.5841333333333334,0.5638888888888888,0.0042,0.007,0.01508888888888893,0.017846666666666566,0.02024444444444462,-0.0028000000000000004
2,0.1870866433571444,0.65,0.35,0.7483465734285776,erdos_renyi,3,4,20262433,940204,0.7464,0.7440666666666667,0.7489733333333334,0.7485200000000001,0.7542222222222222,0.7531111111111112,0.107,0.1084,0.0023333333333332984,0.0004533333333333056,0.0011111111111110628,-0.0013999999999999985
2,0.1870866433571444,0.65,0.35,0.7483465734285776,erdos_renyi,4,0,20262429,950200,0.8965799999999999,0.91178,0.897606,0.912388,0.9024600000000002,0.9192199999999999,0.5168,0.5058,-0.015200000000000102,-0.014781999999999962,-0.016759999999999775,0.01100000000000001
2,0.1870866433571444,0.65,0.35,0.7483465734285776,erdos_renyi,4,1,20262430,950201,0.70436,0.6992999999999999,0.706908,0.702868,0.71176,0.70938,0.06420000000000001,0.07420000000000002,0.0050600000000000644,0.0040399999999999325,0.0023799999999999377,-0.010000000000000009
2,0.1870866433571444,0.65,0.35,0.7483465734285776,erdos_renyi,4,2,20262431,950202,0.89824,0.9126399999999999,0.89735,0.9125919999999998,0.90486,0.9173199999999999,0.5046,0.4951999999999999,-0.014399999999999857,-0.015241999999999867,-0.012459999999999916,0.00940000000000013
2,0.1870866433571444,0.65,0.35,0.7483465734285776,erdos_renyi,4,3,20262432,950203,0.90086,0.9135200000000001,0.897632,0.9130079999999999,0.90846,0.9177800000000002,0.5314,0.5112,-0.012660000000000116,-0.015375999999999945,-0.009320000000000106,0.020199999999999996
2,0.1870866433571444,0.65,0.35,0.7483465734285776,erdos_renyi,4,4,20262433,950204,0.86098,0.86464,0.863242,0.866494,0.8676599999999999,0.87026,0.2642,0.26559999999999995,-0.0036599999999999966,-0.0032520000000000326,-0.0026000000000001577,-0.0013999999999999568
3,0.30102999566398114,0.5,0.5,1.2041199826559246,erdos_renyi,0,0,20262429,910300,0.8668000000000001,0.8682000000000001,0.8683457142857144,0.8696685714285713,0.8742285714285715,0.8747428571428573,0.35219999999999996,0.35300000000000004,-0.0013999999999999568,-0.001322857142856959,-0.0005142857142858004,-0.0008000000000000784
3,0.30102999566398114,0.5,0.5,1.2041199826559246,erdos_renyi,0,1,20262430,910301,0.6153142857142857,0.6263714285714286,0.6196371428571428,0.6220885714285714,0.6266857142857143,0.6305142857142857,0.038599999999999995,0.0684,-0.011057142857142876,-0.00245142857142866,-0.0038285714285714034,-0.029800000000000007
3,0.30102999566398114,0.5,0.5,1.2041199826559246,erdos_renyi,0,2,20262431,910302,0.8784285714285714,0.8852000000000001,0.8782,0.8851228571428571,0.8911142857142857,0.8885142857142858,0.4226,0.4236,-0.00677142857142865,-0.0069228571428571195,0.0025999999999999357,-0.0010000000000000009
3,0.30102999566398114,0.5,0.5,1.2041199826559246,erdos_renyi,0,3,20262432,910303,0.6181142857142857,0.8821714285714286,0.6185657142857142,0.8837800000000001,0.6235142857142856,0.8907428571428573,0.0228,0.423,-0.2640571428571429,-0.26521428571428596,-0.2672285714285717,-0.4002
3,0.30102999566398114,0.5,0.5,1.2041199826559246,erdos_renyi,0,4,20262433,910304,0.8017142857142857,0.8075428571428572,0.7994514285714286,0.8045457142857142,0.8062857142857143,0.8103714285714287,0.2296,0.22980000000000003,-0.005828571428571516,-0.005094285714285607,-0.00408571428571447,-0.00020000000000003348
3,0.30102999566398114,0.5,0.5,1.2041199826559246,erdos_renyi,1,0,20262429,920300,0.8618200000000001,0.85674,0.861284,0.8596280000000001,0.8666,0.8644000000000001,0.1144,0.1158,0.0050800000000001955,0.0016559999999999908,0.0021999999999999797,-0.0013999999999999985
3,0.30102999566398114,0.5,0.5,1.2041199826559246,erdos_renyi,1,1,20262430,920301,0.65794,0.65776,0.6625120000000001,0.6599619999999999,0.67244,0.67166,0.0024,0.0028,0.00017999999999995797,0.0025500000000001632,0.0007800000000000029,-0.0004000000000000002
3,0.30102999566398114,0.5,0.5,1.2041199826559246,erdos_renyi,1,2,20262431,920302,0.8625999999999999,0.84306,0.861998,0.841816,0.8752000000000001,0.84528,0.13440000000000002,0.1114,0.01953999999999989,0.020182000000000033,0.029920000000000058,0.02300000000000002
3,0.30102999566398114,0.5,0.5,1.2041199826559246,erdos_renyi,1,3,20262432,920303,0.65162,0.86728,0.656478,0.865676,0.66264,0.87218,0.0072,0.1392,-0.21566000000000007,-0.209198,-0.20953999999999995,-0.13199999999999998
