graph_family,n,p,seed,objective,init_id,init_seed,init_params,final_mean_ratio,tail_mean_ratio,peak_mean_ratio,final_optimal_mass,gamma_plot,gamma_raw
erdos_renyi,8,2,0,QTL gamma=2.00,2,20262503,"[0.20955121882275055, 1.7771147348117822, 1.1170374762263715, 0.9901359326950538]",0.8705714285714284,0.8686085714285714,0.8720285714285715,0.36740000000000006,2.0,2.0
erdos_renyi,8,2,0,QTL gamma=2.00,3,20262504,"[2.9402097688325153, 2.325385077952556, 1.3539460024380696, 0.8331752715770295]",0.6058857142857142,0.6044999999999999,0.612,0.027800000000000002,2.0,2.0
erdos_renyi,8,2,0,QTL gamma=2.00,4,20262505,"[2.5690836942466486, 0.5419586162094413, 2.762971809002851, 0.2545785366487556]",0.8681428571428571,0.8703457142857143,0.8752285714285714,0.3982,2.0,2.0
erdos_renyi,8,2,0,QTL gamma=2.50,0,20262501,"[2.834863079152674, 2.274532510449481, 1.3470427305204011, 2.773622675047124]",0.6001142857142856,0.5982657142857142,0.6183714285714286,0.029599999999999998,2.5,2.5
erdos_renyi,8,2,0,QTL gamma=2.50,1,20262502,"[2.668881521906221, 1.7560123976793411, 1.035076847301133, 0.13605818313757845]",0.8002857142857144,0.79834,0.8033142857142858,0.229,2.5,2.5
erdos_renyi,8,2,0,QTL gamma=2.50,2,20262503,"[0.20955121882275055, 1.7771147348117822, 1.1170374762263715, 0.9901359326950538]",0.8684571428571429,0.866982857142857,0.8704571428571428,0.36719999999999997,2.5,2.5
erdos_renyi,8,2,0,QTL gamma=2.50,3,20262504,"[2.9402097688325153, 2.325385077952556, 1.3539460024380696, 0.8331752715770295]",0.5998285714285714,0.5981314285714286,0.6084285714285713,0.030199999999999998,2.5,2.5
erdos_renyi,8,2,0,QTL gamma=2.50,4,20262505,"[2.5690836942466486, 0.5419586162094413, 2.762971809002851, 0.2545785366487556]",0.8676857142857143,0.8687199999999999,0.8737714285714286,0.39919999999999994,2.5,2.5
erdos_renyi,8,2,0,QTL gamma=3.00,0,20262501,"[2.834863079152674, 2.274532510449481, 1.3470427305204011, 2.773622675047124]",0.5972285714285714,0.5941114285714285,0.6175142857142857,0.031400000000000004,3.0,3.0
erdos_renyi,8,2,0,QTL gamma=3.00,1,20262502,"[2.668881521906221, 1.7560123976793411, 1.035076847301133, 0.13605818313757845]",0.7988857142857143,0.7973257142857142,0.8032857142857142,0.228,3.0,3.0
erdos_renyi,8,2,0,QTL gamma=3.00,2,20262503,"[0.20955121882275055, 1.7771147348117822, 1.1170374762263715, 0.9901359326950538]",0.8613428571428573,0.8554599999999999,0.8640285714285714,0.36040000000000005,3.0,3.0
