graph_family,n,p,seed,objective,init_id,init_seed,init_params,final_mean_ratio,tail_mean_ratio,peak_mean_ratio,final_optimal_mass,gamma_plot,gamma_start,gamma_end
erdos_renyi,8,2,1,QTL linear schedule to 2.50,2,20262431,"[0.7781164276219816, 3.2262615747046017, 1.0811483388068108, 2.98222281407082]",0.8524,0.853936,0.87422,0.13840000000000002,2.5,0.0,2.5
erdos_renyi,8,2,1,QTL linear schedule to 2.50,3,20262432,"[4.307602282343021, 3.034090238606556, 2.891329909804126, 1.6537892584670473]",0.6424,0.645928,0.67258,0.0138,2.5,0.0,2.5
erdos_renyi,8,2,1,QTL linear schedule to 2.50,4,20262433,"[1.697931517675189, 4.9740234499068094, 5.809501218322688, 4.3764810471886175]",0.81016,0.8101920000000001,0.8280799999999999,0.0728,2.5,0.0,2.5
erdos_renyi,8,2,1,QTL linear schedule to 3.00,0,20262429,"[3.0045084741480124, 0.6658867766369198, 2.9231716237466285, 4.046416608096568]",0.8483599999999999,0.848822,0.8742000000000001,0.14,3.0,0.0,3.0
erdos_renyi,8,2,1,QTL linear schedule to 3.00,1,20262430,"[5.1541213316333945, 3.721852295442659, 4.903726068591482, 1.2222919096378122]",0.63862,0.6310800000000001,0.6748200000000001,0.064,3.0,0.0,3.0
erdos_renyi,8,2,1,QTL linear schedule to 3.00,2,20262431,"[0.7781164276219816, 3.2262615747046017, 1.0811483388068108, 2.98222281407082]",0.8483799999999999,0.848806,0.8724599999999999,0.14,3.0,0.0,3.0
erdos_renyi,8,2,1,QTL linear schedule to 3.00,3,20262432,"[4.307602282343021, 3.034090238606556, 2.891329909804126, 1.6537892584670473]",0.61364,0.6307720000000001,0.6700199999999998,0.0278,3.0,0.0,3.0
erdos_renyi,8,2,1,QTL linear schedule to 3.00,4,20262433,"[1.697931517675189, 4.9740234499068094, 5.809501218322688, 4.3764810471886175]",0.80536,0.8076679999999999,0.8280000000000001,0.07339999999999999,3.0,0.0,3.0
erdos_renyi,8,2,1,QTL linear schedule to 4.00,0,20262429,"[3.0045084741480124, 0.6658867766369198, 2.9231716237466285, 4.046416608096568]",0.84306,0.8428500000000001,0.8706400000000001,0.1402,4.0,0.0,4.0
erdos_renyi,8,2,1,QTL linear schedule to 4.00,1,20262430,"[5.1541213316333945, 3.721852295442659, 4.903726068591482, 1.2222919096378122]",0.69546,0.662256,0.69546,0.1142,4.0,0.0,4.0
erdos_renyi,8,2,1,QTL linear schedule to 4.00,2,20262431,"[0.7781164276219816, 3.2262615747046017, 1.0811483388068108, 2.98222281407082]",0.84306,0.842848,0.8721,0.1402,4.0,0.0,4.0
erdos_renyi,8,2,1,QTL linear schedule to 4.00,3,20262432,"[4.307602282343021, 3.034090238606556, 2.891329909804126, 1.6537892584670473]",0.64724,0.649636,0.6710800000000001,0.009000000000000001,4.0,0.0,4.0
erdos_renyi,8,2,1,QTL linear schedule to 4.00,4,20262433,"[1.697931517675189, 4.9740234499068094, 5.809501218322688, 4.3764810471886175]",0.80022,0.803964,0.82744,0.0738,4.0,0.0,4.0
erdos_renyi,8,2,2,QTL linear schedule to 0.00,0,20262429,"[3.0045084741480124, 0.6658867766369198, 2.9231716237466285, 4.046416608096568]",0.7681600000000001,0.764538,0.77242,0.2736,0.0,0.0,0.0
erdos_renyi,8,2,2,QTL linear schedule to 0.00,1,20262430,"[5.1541213316333945, 3.721852295442659, 4.903726068591482, 1.2222919096378122]",0.54316,0.5463359999999999,0.55192,0.0282,0.0,0.0,0.0
erdos_renyi,8,2,2,QTL linear schedule to 0.00,2,20262431,"[0.7781164276219816, 3.2262615747046017, 1.0811483388068108, 2.98222281407082]",0.81752,0.81585,0.8242,0.406,0.0,0.0,0.0
erdos_renyi,8,2,2,QTL linear schedule to 0.00,3,20262432,"[4.307602282343021, 3.034090238606556, 2.891329909804126, 1.6537892584670473]",0.54414,0.546416,0.55286,0.0286,0.0,0.0,0.0
erdos_renyi,8,2,2,QTL linear schedule to 0.00,4,20262433,"[1.697931517675189, 4.9740234499068094, 5.809501218322688, 4.3764810471886175]",0.71342,0.710584,0.7199800000000001,0.17,0.0,0.0,0.0
erdos_renyi,8,2,2,QTL linear schedule to 0.20,0,20262429,"[3.0045084741480124, 0.6658867766369198, 2.9231716237466285, 4.046416608096568]",0.76868,0.76423,0.7721600000000001,0.2888,0.2,0.0,0.2
erdos_renyi,8,2,2,QTL linear schedule to 0.20,1,20262430,"[5.1541213316333945, 3.721852295442659, 4.903726068591482, 1.2222919096378122]",0.5421400000000001,0.54638,0.55188,0.0296,0.2,0.0,0.2
erdos_renyi,8,2,2,QTL linear schedule to 0.20,2,20262431,"[0.7781164276219816, 3.2262615747046017, 1.0811483388068108, 2.98222281407082]",0.81752,0.8158999999999998,0.8238800000000002,0.41400000000000003,0.2,0.0,0.2
erdos_renyi,8,2,2,QTL linear schedule to 0.20,3,20262432,"[4.307602282343021, 3.034090238606556, 2.891329909804126, 1.6537892584670473]",0.5431,0.5458559999999999,0.5525,0.0296,0.2,0.0,0.2
erdos_renyi,8,2,2,QTL linear schedule to 0.20,4,20262433,"[1.697931517675189, 4.9740234499068094, 5.809501218322688, 4.3764810471886175]",0.71164,0.710002,0.7176,0.182,0.2,0.0,0.2
erdos_renyi,8,2,2,QTL linear schedule to 0.40,0,20262429,"[3.0045084741480124, 0.6658867766369198, 2.9231716237466285, 4.046416608096568]",0.7651800000000001,0.761394,0.76974,0.3004,0.4,0.0,0.4
erdos_renyi,8,2,2,QTL linear schedule to 0.40,1,20262430,"[5.1541213316333945, 3.721852295442659, 4.903726068591482, 1.2222919096378122]",0.54218,0.546434,0.5520799999999999,0.029400000000000003,0.4,0.0,0.4
erdos_renyi,8,2,2,QTL linear schedule to 0.40,2,20262431,"[0.7781164276219816, 3.2262615747046017, 1.0811483388068108, 2.98222281407082]",0.81692,0.814724,0.8234400000000001,0.4168,0.4,0.0,0.4
erdos_renyi,8,2,2,QTL linear schedule to 0.40,3,20262432,"[4.307602282343021, 3.034090238606556, 2.891329909804126, 1.6537892584670473]",0.5423,0.5459479999999999,0.55304,0.03,0.4,0.0,0.4
erdos_renyi,8,2,2,QTL linear schedule to 0.40,4,20262433,"[1.697931517675189, 4.9740234499068094, 5.809501218322688, 4.3764810471886175]",0.7103400000000001,0.7073760000000001,0.7162599999999999,0.192,0.4,0.0,0.4
erdos_renyi,8,2,2,QTL linear schedule to 0.60,0,20262429,"[3.0045084741480124, 0.6658867766369198, 2.9231716237466285, 4.046416608096568]",0.7626800000000001,0.758772,0.7701,0.3056,0.6,0.0,0.6
erdos_renyi,8,2,2,QTL linear schedule to 0.60,1,20262430,"[5.1541213316333945, 3.721852295442659, 4.903726068591482, 1.2222919096378122]",0.5416,0.5459620000000001,0.5518400000000001,0.0296,0.6,0.0,0.6
erdos_renyi,8,2,2,QTL linear schedule to 0.60,2,20262431,"[0.7781164276219816, 3.2262615747046017, 1.0811483388068108, 2.98222281407082]",0.81586,0.8136460000000001,0.82344,0.41859999999999997,0.6,0.0,0.6
erdos_renyi,8,2,2,QTL linear schedule to 0.60,3,20262432,"[4.307602282343021, 3.034090238606556, 2.891329909804126, 1.6537892584670473]",0.54386,0.5463099999999999,0.55308,0.0298,0.6,0.0,0.6
erdos_renyi,8,2,2,QTL linear schedule to 0.60,4,20262433,"[1.697931517675189, 4.9740234499068094, 5.809501218322688, 4.3764810471886175]",0.70672,0.704108,0.7166800000000001,0.196,0.6,0.0,0.6
erdos_renyi,8,2,2,QTL linear schedule to 0.80,0,20262429,"[3.0045084741480124, 0.6658867766369198, 2.9231716237466285, 4.046416608096568]",0.7595200000000001,0.755994,0.76976,0.3094,0.8,0.0,0.8
erdos_renyi,8,2,2,QTL linear schedule to 0.80,1,20262430,"[5.1541213316333945, 3.721852295442659, 4.903726068591482, 1.2222919096378122]",0.5440200000000001,0.545944,0.55242,0.0286,0.8,0.0,0.8
erdos_renyi,8,2,2,QTL linear schedule to 0.80,2,20262431,"[0.7781164276219816, 3.2262615747046017, 1.0811483388068108, 2.98222281407082]",0.81494,0.8123760000000001,0.8233,0.4222,0.8,0.0,0.8
erdos_renyi,8,2,2,QTL linear schedule to 0.80,3,20262432,"[4.307602282343021, 3.034090238606556, 2.891329909804126, 1.6537892584670473]",0.5440200000000001,0.5466059999999999,0.55372,0.0286,0.8,0.0,0.8
erdos_renyi,8,2,2,QTL linear schedule to 0.80,4,20262433,"[1.697931517675189, 4.9740234499068094, 5.809501218322688, 4.3764810471886175]",0.7040399999999999,0.7014539999999999,0.71694,0.1976,0.8,0.0,0.8
erdos_renyi,8,2,2,QTL linear schedule to 1.00,0,20262429,"[3.0045084741480124, 0.6658867766369198, 2.9231716237466285, 4.046416608096568]",0.7577,0.754296,0.76916,0.31020000000000003,1.0,0.0,1.0
erdos_renyi,8,2,2,QTL linear schedule to 1.00,1,20262430,"[5.1541213316333945, 3.721852295442659, 4.903726068591482, 1.2222919096378122]",0.54308,0.546434,0.55262,0.0288,1.0,0.0,1.0
erdos_renyi,8,2,2,QTL linear schedule to 1.00,2,20262431,"[0.7781164276219816, 3.2262615747046017, 1.0811483388068108, 2.98222281407082]",0.8148,0.8116220000000001,0.8229199999999999,0.425,1.0,0.0,1.0
erdos_renyi,8,2,2,QTL linear schedule to 1.00,3,20262432,"[4.307602282343021, 3.034090238606556, 2.891329909804126, 1.6537892584670473]",0.54264,0.5469760000000001,0.5534600000000001,0.0286,1.0,0.0,1.0
erdos_renyi,8,2,2,QTL linear schedule to 1.00,4,20262433,"[1.697931517675189, 4.9740234499068094, 5.809501218322688, 4.3764810471886175]",0.7019200000000001,0.698972,0.7159800000000001,0.1984,1.0,0.0,1.0
erdos_renyi,8,2,2,QTL linear schedule to 1.20,0,20262429,"[3.0045084741480124, 0.6658867766369198, 2.9231716237466285, 4.046416608096568]",0.75602,0.752812,0.76986,0.3104,1.2,0.0,1.2
erdos_renyi,8,2,2,QTL linear schedule to 1.20,1,20262430,"[5.1541213316333945, 3.721852295442659, 4.903726068591482, 1.2222919096378122]",0.5437,0.546508,0.5531,0.0292,1.2,0.0,1.2
erdos_renyi,8,2,2,QTL linear schedule to 1.20,2,20262431,"[0.7781164276219816, 3.2262615747046017, 1.0811483388068108, 2.98222281407082]",0.8146599999999999,0.810892,0.8231999999999999,0.4266,1.2,0.0,1.2
erdos_renyi,8,2,2,QTL linear schedule to 1.20,3,20262432,"[4.307602282343021, 3.034090238606556, 2.891329909804126, 1.6537892584670473]",0.5435000000000001,0.5465500000000001,0.55314,0.0298,1.2,0.0,1.2
erdos_renyi,8,2,2,QTL linear schedule to 1.20,4,20262433,"[1.697931517675189, 4.9740234499068094, 5.809501218322688, 4.3764810471886175]",0.69984,0.697122,0.71508,0.1996,1.2,0.0,1.2
erdos_renyi,8,2,2,QTL linear schedule to 1.40,0,20262429,"[3.0045084741480124, 0.6658867766369198, 2.9231716237466285, 4.046416608096568]",0.7554399999999999,0.751656,0.76976,0.3104,1.4,0.0,1.4
erdos_renyi,8,2,2,QTL linear schedule to 1.40,1,20262430,"[5.1541213316333945, 3.721852295442659, 4.903726068591482, 1.2222919096378122]",0.54442,0.5461959999999999,0.55292,0.0308,1.4,0.0,1.4
erdos_renyi,8,2,2,QTL linear schedule to 1.40,2,20262431,"[0.7781164276219816, 3.2262615747046017, 1.0811483388068108, 2.98222281407082]",0.81372,0.8101600000000001,0.82298,0.427,1.4,0.0,1.4
erdos_renyi,8,2,2,QTL linear schedule to 1.40,3,20262432,"[4.307602282343021, 3.034090238606556, 2.891329909804126, 1.6537892584670473]",0.5442400000000001,0.546386,0.5536399999999999,0.0308,1.4,0.0,1.4
erdos_renyi,8,2,2,QTL linear schedule to 1.40,4,20262433,"[1.697931517675189, 4.9740234499068094, 5.809501218322688, 4.3764810471886175]",0.6993,0.695698,0.7155799999999999,0.20079999999999998,1.4,0.0,1.4
erdos_renyi,8,2,2,QTL linear schedule to 1.60,0,20262429,"[3.0045084741480124, 0.6658867766369198, 2.9231716237466285, 4.046416608096568]",0.75438,0.7505900000000001,0.76926,0.3104,1.6,0.0,1.6
erdos_renyi,8,2,2,QTL linear schedule to 1.60,1,20262430,"[5.1541213316333945, 3.721852295442659, 4.903726068591482, 1.2222919096378122]",0.5445800000000001,0.546368,0.5532400000000001,0.0312,1.6,0.0,1.6
erdos_renyi,8,2,2,QTL linear schedule to 1.60,2,20262431,"[0.7781164276219816, 3.2262615747046017, 1.0811483388068108, 2.98222281407082]",0.81288,0.809632,0.82302,0.427,1.6,0.0,1.6
erdos_renyi,8,2,2,QTL linear schedule to 1.60,3,20262432,"[4.307602282343021, 3.034090238606556, 2.891329909804126, 1.6537892584670473]",0.54356,0.546306,0.55406,0.030600000000000002,1.6,0.0,1.6
erdos_renyi,8,2,2,QTL linear schedule to 1.60,4,20262433,"[1.697931517675189, 4.9740234499068094, 5.809501218322688, 4.3764810471886175]",0.69814,0.69459,0.7156199999999999,0.201,1.6,0.0,1.6
erdos_renyi,8,2,2,QTL linear schedule to 2.00,0,20262429,"[3.0045084741480124, 0.6658867766369198, 2.9231716237466285, 4.046416608096568]",0.75292,0.749144,0.76954,0.3104,2.0,0.0,2.0
erdos_renyi,8,2,2,QTL linear schedule to 2.00,1,20262430,"[5.1541213316333945, 3.721852295442659, 4.903726068591482, 1.2222919096378122]",0.5445599999999999,0.546032,0.5527200000000001,0.0304,2.0,0.0,2.0
erdos_renyi,8,2,2,QTL linear schedule to 2.00,2,20262431,"[0.7781164276219816, 3.2262615747046017, 1.0811483388068108, 2.98222281407082]",0.8129000000000002,0.80921,0.8225000000000001,0.4286,2.0,0.0,2.0
erdos_renyi,8,2,2,QTL linear schedule to 2.00,3,20262432,"[4.307602282343021, 3.034090238606556, 2.891329909804126, 1.6537892584670473]",0.5432,0.5458019999999999,0.5543600000000001,0.031,2.0,0.0,2.0
erdos_renyi,8,2,2,QTL linear schedule to 2.00,4,20262433,"[1.697931517675189, 4.9740234499068094, 5.809501218322688, 4.3764810471886175]",0.6981200000000001,0.693114,0.71496,0.2026,2.0,0.0,2.0
erdos_renyi,8,2,2,QTL linear schedule to 2.50,0,20262429,"[3.0045084741480124, 0.6658867766369198, 2.9231716237466285, 4.046416608096568]",0.7530000000000001,0.7485920000000001,0.7693,0.311,2.5,0.0,2.5
erdos_renyi,8,2,2,QTL linear schedule to 2.50,1,20262430,"[5.1541213316333945, 3.721852295442659, 4.903726068591482, 1.2222919096378122]",0.5443,0.545632,0.5532600000000001,0.0308,2.5,0.0,2.5
erdos_renyi,8,2,2,QTL linear schedule to 2.50,2,20262431,"[0.7781164276219816, 3.2262615747046017, 1.0811483388068108, 2.98222281407082]",0.81232,0.808774,0.82298,0.4286,2.5,0.0,2.5
erdos_renyi,8,2,2,QTL linear schedule to 2.50,3,20262432,"[4.307602282343021, 3.034090238606556, 2.891329909804126, 1.6537892584670473]",0.5418000000000001,0.545226,0.5531200000000001,0.0302,2.5,0.0,2.5
erdos_renyi,8,2,2,QTL linear schedule to 2.50,4,20262433,"[1.697931517675189, 4.9740234499068094, 5.809501218322688, 4.3764810471886175]",0.6972999999999999,0.6923160000000002,0.71412,0.203,2.5,0.0,2.5
erdos_renyi,8,2,2,QTL linear schedule to 3.00,0,20262429,"[3.0045084741480124, 0.6658867766369198, 2.9231716237466285, 4.046416608096568]",0.7522800000000001,0.748018,0.76812,0.311,3.0,0.0,3.0
erdos_renyi,8,2,2,QTL linear schedule to 3.00,1,20262430,"[5.1541213316333945, 3.721852295442659, 4.903726068591482, 1.2222919096378122]",0.5436599999999999,0.54541,0.5530200000000001,0.030600000000000002,3.0,0.0,3.0
erdos_renyi,8,2,2,QTL linear schedule to 3.00,2,20262431,"[0.7781164276219816, 3.2262615747046017, 1.0811483388068108, 2.98222281407082]",0.8122800000000001,0.8085559999999999,0.8214600000000001,0.4286,3.0,0.0,3.0
erdos_renyi,8,2,2,QTL linear schedule to 3.00,3,20262432,"[4.307602282343021, 3.034090238606556, 2.891329909804126, 1.6537892584670473]",0.5420999999999999,0.545328,0.5530600000000001,0.0302,3.0,0.0,3.0
erdos_renyi,8,2,2,QTL linear schedule to 3.00,4,20262433,"[1.697931517675189, 4.9740234499068094, 5.809501218322688, 4.3764810471886175]",0.6965999999999999,0.691712,0.7133800000000001,0.2036,3.0,0.0,3.0
erdos_renyi,8,2,2,QTL linear schedule to 4.00,0,20262429,"[3.0045084741480124, 0.6658867766369198, 2.9231716237466285, 4.046416608096568]",0.7516,0.747342,0.7676400000000001,0.311,4.0,0.0,4.0
erdos_renyi,8,2,2,QTL linear schedule to 4.00,1,20262430,"[5.1541213316333945, 3.721852295442659, 4.903726068591482, 1.2222919096378122]",0.5437000000000001,0.545636,0.5534800000000001,0.0304,4.0,0.0,4.0
erdos_renyi,8,2,2,QTL linear schedule to 4.00,2,20262431,"[0.7781164276219816, 3.2262615747046017, 1.0811483388068108, 2.98222281407082]",0.8122199999999999,0.8081200000000001,0.82112,0.4288,4.0,0.0,4.0
erdos_renyi,8,2,2,QTL linear schedule to 4.00,3,20262432,"[4.307602282343021, 3.034090238606556, 2.891329909804126, 1.6537892584670473]",0.5432,0.545704,0.5530800000000001,0.030400000000000003,4.0,0.0,4.0
erdos_renyi,8,2,2,QTL linear schedule to 4.00,4,20262433,"[1.697931517675189, 4.9740234499068094, 5.809501218322688, 4.3764810471886175]",0.69654,0.691376,0.7122400000000001,0.2038,4.0,0.0,4.0
erdos_renyi,8,2,3,QTL linear schedule to 0.00,0,20262429,"[3.0045084741480124, 0.6658867766369198, 2.9231716237466285, 4.046416608096568]",0.8502444444444445,0.8482733333333334,0.8534666666666667,0.248,0.0,0.0,0.0
erdos_renyi,8,2,3,QTL linear schedule to 0.00,1,20262430,"[5.1541213316333945, 3.721852295442659, 4.903726068591482, 1.2222919096378122]",0.6481333333333333,0.6471266666666666,0.6495111111111112,0.014599999999999998,0.0,0.0,0.0
erdos_renyi,8,2,3,QTL linear schedule to 0.00,2,20262431,"[0.7781164276219816, 3.2262615747046017, 1.0811483388068108, 2.98222281407082]",0.8500444444444444,0.8483022222222221,0.8535333333333335,0.248,0.0,0.0,0.0
erdos_renyi,8,2,3,QTL linear schedule to 0.00,3,20262432,"[4.307602282343021, 3.034090238606556, 2.891329909804126, 1.6537892584670473]",0.5774222222222222,0.5772777777777778,0.5824666666666667,0.0116,0.0,0.0,0.0
erdos_renyi,8,2,3,QTL linear schedule to 0.00,4,20262433,"[1.697931517675189, 4.9740234499068094, 5.809501218322688, 4.3764810471886175]",0.7537111111111111,0.7530844444444444,0.7588222222222222,0.1036,0.0,0.0,0.0
erdos_renyi,8,2,3,QTL linear schedule to 0.20,0,20262429,"[3.0045084741480124, 0.6658867766369198, 2.9231716237466285, 4.046416608096568]",0.8497333333333333,0.8480088888888888,0.8528,0.2526,0.2,0.0,0.2
erdos_renyi,8,2,3,QTL linear schedule to 0.20,1,20262430,"[5.1541213316333945, 3.721852295442659, 4.903726068591482, 1.2222919096378122]",0.6497333333333333,0.645411111111111,0.6497333333333333,0.016,0.2,0.0,0.2
erdos_renyi,8,2,3,QTL linear schedule to 0.20,2,20262431,"[0.7781164276219816, 3.2262615747046017, 1.0811483388068108, 2.98222281407082]",0.8496888888888888,0.8480488888888889,0.8529333333333332,0.2526,0.2,0.0,0.2
erdos_renyi,8,2,3,QTL linear schedule to 0.20,3,20262432,"[4.307602282343021, 3.034090238606556, 2.891329909804126, 1.6537892584670473]",0.5765333333333333,0.5767288888888888,0.5829111111111112,0.0106,0.2,0.0,0.2
erdos_renyi,8,2,3,QTL linear schedule to 0.20,4,20262433,"[1.697931517675189, 4.9740234499068094, 5.809501218322688, 4.3764810471886175]",0.753688888888889,0.7527644444444445,0.7590666666666667,0.1102,0.2,0.0,0.2
erdos_renyi,8,2,3,QTL linear schedule to 0.40,0,20262429,"[3.0045084741480124, 0.6658867766369198, 2.9231716237466285, 4.046416608096568]",0.8493555555555555,0.84748,0.8528888888888889,0.255,0.4,0.0,0.4
erdos_renyi,8,2,3,QTL linear schedule to 0.40,1,20262430,"[5.1541213316333945, 3.721852295442659, 4.903726068591482, 1.2222919096378122]",0.613,0.60998,0.6150666666666667,0.006,0.4,0.0,0.4
erdos_renyi,8,2,3,QTL linear schedule to 0.40,2,20262431,"[0.7781164276219816, 3.2262615747046017, 1.0811483388068108, 2.98222281407082]",0.8493555555555555,0.8474288888888889,0.8524666666666666,0.255,0.4,0.0,0.4
erdos_renyi,8,2,3,QTL linear schedule to 0.40,3,20262432,"[4.307602282343021, 3.034090238606556, 2.891329909804126, 1.6537892584670473]",0.5728,0.5750088888888889,0.5792666666666668,0.0086,0.4,0.0,0.4
erdos_renyi,8,2,3,QTL linear schedule to 0.40,4,20262433,"[1.697931517675189, 4.9740234499068094, 5.809501218322688, 4.3764810471886175]",0.7527555555555555,0.7514777777777778,0.7587555555555556,0.1122,0.4,0.0,0.4
erdos_renyi,8,2,3,QTL linear schedule to 0.60,0,20262429,"[3.0045084741480124, 0.6658867766369198, 2.9231716237466285, 4.046416608096568]",0.8484666666666666,0.8467444444444444,0.8520888888888889,0.2562,0.6,0.0,0.6
erdos_renyi,8,2,3,QTL linear schedule to 0.60,1,20262430,"[5.1541213316333945, 3.721852295442659, 4.903726068591482, 1.2222919096378122]",0.6106888888888888,0.6078733333333334,0.6137333333333334,0.006200000000000001,0.6,0.0,0.6
erdos_renyi,8,2,3,QTL linear schedule to 0.60,2,20262431,"[0.7781164276219816, 3.2262615747046017, 1.0811483388068108, 2.98222281407082]",0.8483555555555555,0.8467377777777777,0.8524666666666667,0.2562,0.6,0.0,0.6
erdos_renyi,8,2,3,QTL linear schedule to 0.60,3,20262432,"[4.307602282343021, 3.034090238606556, 2.891329909804126, 1.6537892584670473]",0.5700666666666666,0.5691822222222223,0.5737555555555555,0.006,0.6,0.0,0.6
erdos_renyi,8,2,3,QTL linear schedule to 0.60,4,20262433,"[1.697931517675189, 4.9740234499068094, 5.809501218322688, 4.3764810471886175]",0.7500444444444445,0.7499488888888889,0.7593555555555556,0.1152,0.6,0.0,0.6
erdos_renyi,8,2,3,QTL linear schedule to 0.80,0,20262429,"[3.0045084741480124, 0.6658867766369198, 2.9231716237466285, 4.046416608096568]",0.8478888888888889,0.8458666666666665,0.8519777777777778,0.25739999999999996,0.8,0.0,0.8
erdos_renyi,8,2,3,QTL linear schedule to 0.80,1,20262430,"[5.1541213316333945, 3.721852295442659, 4.903726068591482, 1.2222919096378122]",0.6116222222222222,0.6069644444444445,0.6131555555555556,0.006,0.8,0.0,0.8
erdos_renyi,8,2,3,QTL linear schedule to 0.80,2,20262431,"[0.7781164276219816, 3.2262615747046017, 1.0811483388068108, 2.98222281407082]",0.8478666666666668,0.8459311111111111,0.8521333333333333,0.25739999999999996,0.8,0.0,0.8
erdos_renyi,8,2,3,QTL linear schedule to 0.80,3,20262432,"[4.307602282343021, 3.034090238606556, 2.891329909804126, 1.6537892584670473]",0.5674222222222222,0.5640222222222222,0.5714222222222222,0.009399999999999999,0.8,0.0,0.8
erdos_renyi,8,2,3,QTL linear schedule to 0.80,4,20262433,"[1.697931517675189, 4.9740234499068094, 5.809501218322688, 4.3764810471886175]",0.7483333333333333,0.7484333333333334,0.7596222222222223,0.1162,0.8,0.0,0.8
erdos_renyi,8,2,3,QTL linear schedule to 1.00,0,20262429,"[3.0045084741480124, 0.6658867766369198, 2.9231716237466285, 4.046416608096568]",0.8468888888888889,0.8450066666666667,0.8521333333333333,0.2572,1.0,0.0,1.0
erdos_renyi,8,2,3,QTL linear schedule to 1.00,1,20262430,"[5.1541213316333945, 3.721852295442659, 4.903726068591482, 1.2222919096378122]",0.6112444444444445,0.6062511111111112,0.6130222222222222,0.0072,1.0,0.0,1.0
erdos_renyi,8,2,3,QTL linear schedule to 1.00,2,20262431,"[0.7781164276219816, 3.2262615747046017, 1.0811483388068108, 2.98222281407082]",0.8469777777777777,0.845,0.8522222222222221,0.2572,1.0,0.0,1.0
erdos_renyi,8,2,3,QTL linear schedule to 1.00,3,20262432,"[4.307602282343021, 3.034090238606556, 2.891329909804126, 1.6537892584670473]",0.5599777777777777,0.5585844444444446,0.5652222222222222,0.0142,1.0,0.0,1.0
erdos_renyi,8,2,3,QTL linear schedule to 1.00,4,20262433,"[1.697931517675189, 4.9740234499068094, 5.809501218322688, 4.3764810471886175]",0.7465111111111111,0.7469333333333334,0.7596444444444445,0.1166,1.0,0.0,1.0
erdos_renyi,8,2,3,QTL linear schedule to 1.20,0,20262429,"[3.0045084741480124, 0.6658867766369198, 2.9231716237466285, 4.046416608096568]",0.8467333333333333,0.8444377777777777,0.8518,0.25760000000000005,1.2,0.0,1.2
erdos_renyi,8,2,3,QTL linear schedule to 1.20,1,20262430,"[5.1541213316333945, 3.721852295442659, 4.903726068591482, 1.2222919096378122]",0.6078222222222223,0.6054644444444445,0.6132444444444444,0.0112,1.2,0.0,1.2
erdos_renyi,8,2,3,QTL linear schedule to 1.20,2,20262431,"[0.7781164276219816, 3.2262615747046017, 1.0811483388068108, 2.98222281407082]",0.8467555555555555,0.8444688888888889,0.8519777777777778,0.25760000000000005,1.2,0.0,1.2
erdos_renyi,8,2,3,QTL linear schedule to 1.20,3,20262432,"[4.307602282343021, 3.034090238606556, 2.891329909804126, 1.6537892584670473]",0.557888888888889,0.5537222222222222,0.5649777777777777,0.0144,1.2,0.0,1.2
erdos_renyi,8,2,3,QTL linear schedule to 1.20,4,20262433,"[1.697931517675189, 4.9740234499068094, 5.809501218322688, 4.3764810471886175]",0.7464,0.7451733333333334,0.7592222222222222,0.11599999999999999,1.2,0.0,1.2
erdos_renyi,8,2,3,QTL linear schedule to 1.40,0,20262429,"[3.0045084741480124, 0.6658867766369198, 2.9231716237466285, 4.046416608096568]",0.8467777777777777,0.8443555555555555,0.8520444444444445,0.25760000000000005,1.4,0.0,1.4
erdos_renyi,8,2,3,QTL linear schedule to 1.40,1,20262430,"[5.1541213316333945, 3.721852295442659, 4.903726068591482, 1.2222919096378122]",0.5845111111111111,0.5972822222222223,0.613,0.0218,1.4,0.0,1.4
erdos_renyi,8,2,3,QTL linear schedule to 1.40,2,20262431,"[0.7781164276219816, 3.2262615747046017, 1.0811483388068108, 2.98222281407082]",0.8468444444444445,0.8443377777777779,0.8521111111111112,0.25760000000000005,1.4,0.0,1.4
erdos_renyi,8,2,3,QTL linear schedule to 1.40,3,20262432,"[4.307602282343021, 3.034090238606556, 2.891329909804126, 1.6537892584670473]",0.5511555555555555,0.5505000000000001,0.5658444444444445,0.012799999999999999,1.4,0.0,1.4
erdos_renyi,8,2,3,QTL linear schedule to 1.40,4,20262433,"[1.697931517675189, 4.9740234499068094, 5.809501218322688, 4.3764810471886175]",0.7459333333333333,0.7436377777777778,0.7594888888888889,0.1172,1.4,0.0,1.4
erdos_renyi,8,2,3,QTL linear schedule to 1.60,0,20262429,"[3.0045084741480124, 0.6658867766369198, 2.9231716237466285, 4.046416608096568]",0.8463555555555556,0.8438599999999999,0.8522888888888889,0.25780000000000003,1.6,0.0,1.6
erdos_renyi,8,2,3,QTL linear schedule to 1.60,1,20262430,"[5.1541213316333945, 3.721852295442659, 4.903726068591482, 1.2222919096378122]",0.6057777777777777,0.5764133333333333,0.6118888888888888,0.060399999999999995,1.6,0.0,1.6
erdos_renyi,8,2,3,QTL linear schedule to 1.60,2,20262431,"[0.7781164276219816, 3.2262615747046017, 1.0811483388068108, 2.98222281407082]",0.8464666666666667,0.8438977777777777,0.8522222222222222,0.25780000000000003,1.6,0.0,1.6
erdos_renyi,8,2,3,QTL linear schedule to 1.60,3,20262432,"[4.307602282343021, 3.034090238606556, 2.891329909804126, 1.6537892584670473]",0.5523777777777777,0.5498888888888889,0.5656666666666667,0.0154,1.6,0.0,1.6
