gamma_plot,mean_peak_ratio,sem_peak_ratio,mean_tail_ratio,sem_tail_ratio,mean_final_ratio,sem_final_ratio,mean_optimal_mass
0.0,0.6131015873015874,0.03384259787739343,0.5789634920634921,0.027536832179468677,0.6131015873015874,0.03384259787739343,0.02
